business_id,full_address,open,city,name,latitude,longitude,state,stars,hastv,outdoorseating,attire,alcohol,waiterservice,acceptscreditcards,goodforkids,goodforgroups,pricerange
3CSaqRNvYg7ZdN2zwxwzVw,"6327 N 7th St
Phoenix, AZ 85014",t,Phoenix,Christo's Ristorante,33.529845,-112.064704,AZ,4.0,f,f,casual,full_bar,t,t,f,t,2
FW2Z4ll4zSOEDAJX9-wBZA,"6219 N 7th St
Phoenix, AZ 85014",t,Phoenix,The Great Dane Restaurant,33.52812,-112.0646901,AZ,4.0,f,t,casual,none,f,t,t,t,1
XcwbN5fDlyl8qCttcdDGKA,"5032 N 7th St
Phoenix, AZ 85014",t,Phoenix,Rolberto's,33.5102487,-112.0652928,AZ,3.5,f,t,casual,none,f,t,t,f,1
VlG9qxAc4d0em2djaU__xw,"6247 N 7th St
Phoenix, AZ 85014",t,Phoenix,Jordan's Mexican Food,33.5289148,-112.064517,AZ,3.5,t,f,casual,full_bar,t,t,t,t,2
naUFPFYH2CqHtTrV3IAJrQ,"5505 N 7th St
Phoenix, AZ 85014",f,Phoenix,Crown China Super Buffet,33.5167768,-112.0646478,AZ,2.5,t,f,casual,none,t,t,t,t,1
W8WyVVxinyRjzP8gJa7ILg,"914 E Camelback Rd
Ste 5
Phoenix, AZ 85014",t,Phoenix,Tokyo Express,33.5095292,-112.0609579,AZ,3.0,f,f,casual,none,f,t,t,t,1
MEraJIKYztC7IOzYwMe86g,"502 W Camelback
Phoenix, AZ 85013",f,Phoenix,Raimondo's,33.5102274,-112.0806121,AZ,3.5,t,f,casual,full_bar,t,t,t,t,2
PxeX1M8WtyPxX1MuuGIh-g,"5539 N 7th St
Ste 108
Phoenix, AZ 85014",t,Phoenix,Scott's Generations Restaurant & Delicatessen,33.5184314,-112.0641262,AZ,3.5,t,t,casual,none,t,t,t,t,2
auorqdHiATGZHVd-sd79ZQ,"5150 N 7th St
Phoenix, AZ 85014",t,Phoenix,Pizza Heaven Bistro,33.5124076744064,-112.065353393555,AZ,4.0,t,f,casual,beer_and_wine,t,t,t,t,2
3ZVG1MSRuvheqZ4gOioQVw,"1019 E Indian School Rd
Phoenix, AZ 85014",t,Phoenix,Rack Shack BBQ,33.4942339,-112.0597411,AZ,3.0,,t,casual,none,f,t,t,t,2
FKHv7FkblONv9qqBndJUrg,"5002 North Seventh St
Phoenix, AZ 85014",t,Phoenix,Denny's,33.5094973533149,-112.065289681841,AZ,3.0,t,f,casual,none,t,t,t,t,1
od49_DFUJY9louGx80My-A,"1003 E Indian School Rd
Phoenix, AZ 85014",f,Phoenix,Pancho's Mexican Buffet,33.4943842,-112.0606304,AZ,2.5,,f,casual,beer_and_wine,t,t,t,t,1
t30Ua_mSiClnpBqud84ygw,"1575 E Camelback Rd
Phoenix, AZ 85014",f,Phoenix,Imperial Garden Chinese Buffett,33.5089548,-112.0483091,AZ,3.0,,,casual,,,,,t,1
lHKS896yFkmAuWyFnbNP3A,"4810 N 7th St
Phoenix, AZ 85014",f,Phoenix,King Solomon's Pizza,33.5080653,-112.065452,AZ,4.5,f,t,casual,none,f,t,t,t,1
LzpR_jE6VIutJ08s2cdRrw,"4626 N 16th St
Phoenix, AZ 85016",f,Phoenix,Coup Des Tartes,33.504777,-112.047846,AZ,4.0,t,t,casual,full_bar,t,t,f,t,3
0K35eGvzVRZEirNo5v_WfA,"5101 N 16th St
Phoenix, AZ 85016",t,Phoenix,Ajo Al's Mexican Cafe,33.5113051,-112.0471421,AZ,3.5,t,t,casual,full_bar,t,t,t,t,2
m9k4BhXgNTBTguxvLNUaEg,"3015 E Thomas Rd
Ste 7
Phoenix, AZ 85016",t,Phoenix,Kim's Chinese Kitchen,33.4797994,-112.0166115,AZ,3.5,f,f,casual,none,f,f,t,t,1
BT2Vls7h6sWrCKa5gGXbKg,"2812 E Thomas Rd
Phoenix, AZ 85016",t,Phoenix,Long Wong's Restaurant,33.4807981,-112.0208269,AZ,3.5,t,t,casual,none,f,t,t,t,1
UlShIstbG4Yfh0MpTAEciA,"4102 N 24th St
Phoenix, AZ 85016",t,Phoenix,Subway,33.4953308,-112.0308013,AZ,3.0,,f,casual,none,f,t,t,t,1
t54zAs7IftAVb9SKcCRotw,"3015 E Thomas Rd
Phoenix, AZ 85016",f,Phoenix,Bacchanal Ristorante,33.4797994,-112.0166115,AZ,4.0,f,f,casual,full_bar,t,t,t,t,2
HNusESyB6lEgrf5IUwUr_g,"1747 E Camelback Rd
Phoenix, AZ 85016",t,Phoenix,Sub Factory,33.5091991,-112.0440506,AZ,3.5,t,t,casual,none,f,t,t,t,1
XzR49vhfm5ugcPJ3x_c2KQ,"6102 N 16th St
Phoenix, AZ 85016",f,Phoenix,A & J Chicago Style Bar-B-Q,33.5258838,-112.047946,AZ,3.5,,f,casual,beer_and_wine,f,t,t,t,2
18TUn9oiW0k0yB6lheiOvw,"6003 N 16th St
Phoenix, AZ 85016",t,Phoenix,TEXAZ Grill,33.523984,-112.04698,AZ,4.0,t,f,casual,full_bar,t,t,t,t,2
ntJAKLAq0cXzzdFgPoo0Iw,"4812 N 16th St
Phoenix, AZ 85016",t,Phoenix,Harvey's Wineburger,33.5080289,-112.0479851,AZ,4.0,t,f,casual,full_bar,t,t,f,t,1
OT0gFIAr_c-d3i-IQ6TZQg,"1615 E Camelback Rd
Phoenix, AZ 85016",f,Phoenix,Baja Fresh Mexican Grill,33.5088898,-112.046771,AZ,3.5,t,t,casual,none,f,t,t,t,1
c0RSs2KYK5Y-ZlSrNq9LyA,"6845 N 16th St
Phoenix, AZ 85016",t,Phoenix,Moto Sushi,33.5373903,-112.0472679,AZ,3.5,t,t,casual,full_bar,t,t,t,t,2
Tk2dSL0TwQeI_zNJmb442A,"1602 E Indian School Rd
Phoenix, AZ 85016",t,Phoenix,Luke's of Chicago's,33.4949943,-112.0473119,AZ,3.5,t,f,casual,none,f,t,t,f,1
GpK9MeUjEd7rwhejG2ykww,"5220 N 16th St
Phoenix, AZ 85016",t,Phoenix,5 & Diner,33.513505,-112.0479841,AZ,3.5,f,t,casual,none,t,t,t,t,2
KNIw6kwf8LZkrS1lEnaLiw,"1641 E Camelback Rd
Phoenix, AZ 85016",t,Phoenix,Einstein Bros Bagels,33.508799,-112.0458179,AZ,2.5,f,t,casual,none,f,t,t,t,1
74NT13vpDleoNrkxQdEpsQ,"1635 E Camelback Rd
Phoenix, AZ 85016",t,Phoenix,McDonald's,33.5087649,-112.04624,AZ,3.0,t,f,casual,none,f,t,t,t,1
KLaxBc83JnxyGf7GP7enYA,"1940 E Camelback Rd
Phoenix, AZ 85016",t,Phoenix,Greekfest Restaurant,33.5098669,-112.0394971,AZ,3.5,t,f,casual,full_bar,t,t,t,t,2
X8dNaEFH7LWDt1ORmkfDTg,"4811 N 16th St
Ste 105
Phoenix, AZ 85016",t,Phoenix,Subway,33.5073239,-112.0468584,AZ,3.0,f,f,casual,none,f,t,t,t,1
gQjTs4BDNYSu9oJhkEsssw,"1743 E. Camelback Road
Phoenix, AZ 85016",t,Phoenix,Lone Star Steakhouse,33.508732,-112.043847,AZ,3.5,t,f,casual,full_bar,t,t,t,t,2
ib-y5nsfn3unE0lLY1vfAw,"1812 E Camelback Rd
Phoenix, AZ 85016",t,Phoenix,Arriba Mexican Grill,33.5095722,-112.0425792,AZ,3.5,t,f,casual,full_bar,t,t,t,t,2
Pfb6VOIiroqDWOebfgWGPQ,"5816 N 16th St
Phoenix, AZ 85016",t,Phoenix,Phoenix City Grille,33.5223999,-112.0478399,AZ,4.0,t,t,casual,full_bar,t,t,f,t,2
HIiVx2mseVWKtx8TKfWC_A,"1651 E Camelback Rd
Phoenix, AZ 85016",t,Phoenix,Duck & Decanter,33.5075996,-112.0448199,AZ,4.0,f,t,casual,beer_and_wine,f,t,t,t,2
jSEcE8AY-mzGq9EOiyrtng,"6522 N 16th St
Phoenix, AZ 85016",f,Phoenix,Europa Pastry Cafe,33.5318417,-112.0479816,AZ,4.5,f,f,casual,none,f,t,t,f,1
SOHp2b8quJEitFeuO58Syw,"1720 E Camelback Rd
Phoenix, AZ 85016",f,Phoenix,Fish Market Restaurant,33.5101676,-112.0449114,AZ,3.5,,t,casual,full_bar,t,t,t,t,2
LYyGQgL60VKdV-p_9OxmWQ,"4515 N 16th St
Phoenix, AZ 85016",t,Phoenix,Flavors of India,33.5026383,-112.0470936,AZ,3.5,t,f,casual,full_bar,t,t,t,t,2
RoErsFPM0A-1SCqD-FRV_Q,"1949 E Camelback Rd
Ste 164
Phoenix, AZ 85016",f,Phoenix,Kyoto Bowl,33.507455,-112.040131,AZ,1.0,,,,,,,,,
T5HYqRADhAL6VPRAacz74Q,"6102 N 16th St
Phoenix, AZ 85016",t,Phoenix,Niccoli's Italian Grocery & Deli,33.5258838,-112.047946,AZ,4.5,t,f,casual,none,f,t,t,t,1
AyPmMe8GW6J26NvT_oI88Q,"6339 N 16th St
Phoenix, AZ 85016",f,Phoenix,Dairy Queen,33.5306354,-112.0472356,AZ,3.0,,f,casual,none,f,t,t,,1
GGhyhajTNKm5yTxtAoaxIw,"1949 E Camelback Rd
Ste 140
Phoenix, AZ 85016",f,Phoenix,Kokopelli Mexican Grill,33.507455,-112.040131,AZ,3.5,,f,casual,,f,t,t,t,1
BJLoCsSp2TkHeTv00fJTVQ,"5832 16th Street
Phoenix, AZ 85016",t,Phoenix,Pizza Hut,33.5227283,-112.0480071,AZ,3.0,t,f,casual,none,f,t,f,f,2
CqhsIZ7TzCfJTrZqg5-gqQ,"1904 E Camelback Rd
Phoenix, AZ 85016",t,Phoenix,Armadillo Grill,33.509564,-112.0408787,AZ,4.0,t,t,casual,full_bar,t,t,f,t,2
5kRug3bEienrpovtPRVVwg,"6335 N 16th St
Phoenix, AZ 85016",t,Phoenix,Rokerij,33.530335,-112.047101,AZ,4.0,t,f,casual,full_bar,t,t,f,t,2
TqHTtjPANCBKGsjGBjDoQQ,"1949 E Camelback Rd
Ste 144
Phoenix, AZ 85016",t,Phoenix,NYPD Pizza,33.507455,-112.040131,AZ,4.0,t,t,casual,full_bar,t,t,t,t,2
VpW40mznMS43CqdbelX2wA,"2824 E Indian School Rd
Ste 210
Phoenix, AZ 85016",t,Phoenix,Giuseppe's on 28th,33.4962555,-112.0205287,AZ,3.5,f,t,casual,full_bar,t,t,t,f,2
PAtgWCLCFRQd_fjnihISOg,"3159 E Lincoln Dr
Phoenix, AZ 85016",t,Phoenix,L'Amore Italian Restaurant,33.5305094,-112.0154818,AZ,4.0,t,t,casual,full_bar,t,t,f,t,2
JxgoluY8hnC34cys_f80xA,"2501 E Camelback Rd
Ste 30
Phoenix, AZ 85016",f,Phoenix,Deemos American Grill,33.5080183,-112.0270172,AZ,2.0,,t,casual,full_bar,t,t,f,t,2
WzhHlaEyaHE4KIFfcqC_9g,"3033 E Indian School Rd
Phoenix, AZ 85016",t,Phoenix,Filiberto's Mexican Food Restaurant,33.4948208,-112.0163009,AZ,2.5,t,f,casual,none,f,t,t,t,1
MU3i2uEyUBntebU6pEyMbw,"2575 E Camelback Rd
Ste 175
Phoenix, AZ 85016",f,Phoenix,McCormick & Schmicks Seafood Restaurant,33.508229,-112.0265212,AZ,4.0,t,t,casual,full_bar,t,t,f,t,3
rJ7HH85lo0wTNr5BiYGQ4Q,"Arizona Biltmore
2400 E Missouri Ave
Phoenix, AZ 85016",t,Phoenix,The Adobe Restaurant,33.5232267,-112.0232519,AZ,3.0,t,t,casual,full_bar,t,t,t,t,2
bxpzP73A7gauvxFEyd_8xA,"3405 N 24th St
Ste B
Phoenix, AZ 85016",f,Phoenix,Olympic Gyros,33.4880275,-112.0299544,AZ,3.5,,t,casual,none,f,t,t,f,1
ET9VpUk1UgjMN5DJRV0yOw,"2584 E Camelback Rd
Phoenix, AZ 85016",f,Phoenix,Christopher's Fermier Brasserie & Paola's Wine Bar,33.5096247,-112.0253774,AZ,3.0,,t,casual,full_bar,t,t,f,t,3
ut-kla-EA23nJOij_dcL0Q,"2400 E Camelback Rd
Ste 112
Phoenix, AZ 85016",t,Phoenix,California Pizza Kitchen,33.5094212,-112.0301061,AZ,3.5,t,f,casual,full_bar,t,t,t,t,2
bewtZL-VV1oeGUdAhHVz6Q,"2630 E Camelback Rd
Phoenix, AZ 85016",t,Phoenix,Omaha Steakhouse,33.5109749,-112.0249026,AZ,3.5,f,f,casual,full_bar,t,t,f,t,2
-yPdEze6bYRV2Sm1t4XJhg,"1928 E Highland Ave
Phoenix, AZ 85016",f,Phoenix,Fuddruckers,33.5057196,-112.040429,AZ,4.0,,f,casual,beer_and_wine,f,t,t,t,2
fmuj7u1gflmEjW-h0v9bwg,"1949 E Camelback Rd
Ste 160
Phoenix, AZ 85016",f,Phoenix,Miracle Mile Delicatessen,33.507557,-112.040116,AZ,4.0,f,t,casual,beer_and_wine,f,t,t,t,2
2r8jGeuYvMkyP2ik_X-Bxw,"2402 East Camelback
Space #101
Phoenix, AZ 85016",t,Phoenix,The Cheesecake Factory,33.5100084467657,-112.029651966191,AZ,3.5,t,t,casual,full_bar,t,t,t,t,2
MUsqPXthMdHoPEow9M3MfA,"3102 E Camelback Rd
Phoenix, AZ 85016",f,Phoenix,La Madeleine French Bakery & Cafe,33.510311,-112.01556,AZ,3.0,f,f,casual,,,f,,t,2
kjZJsF1juY_pTOw_A8Ve6w,"2057 E Camelback Rd
Phoenix, AZ 85016",f,Phoenix,Chili's Grill & Bar Catering,33.5092616,-112.0376214,AZ,3.0,t,t,casual,full_bar,t,t,t,t,2
C37jakxE5TX6ccAfjp2kJA,"2501 E Camelback Rd
Phoenix, AZ 85016",f,Phoenix,Nixon's,33.5080183,-112.0270172,AZ,3.5,,t,casual,full_bar,t,t,f,t,2
Ta-fY1c_E8qHBBDQGyxPkg,"The Ritz-Carlton
2401 E Camelback Rd
Phoenix, AZ 85016",f,Phoenix,Bistro 24,33.508711,-112.02943,AZ,4.0,t,t,dressy,full_bar,t,t,f,t,2
QdbZyl-LWFS54u93Vjd5SA,"2502 E Camelback Rd
Phoenix, AZ 85016",t,Phoenix,The Capital Grille,33.5104258,-112.0284918,AZ,4.0,f,t,dressy,full_bar,t,t,f,t,3
o3TruOSgOwNgx08QosuWTw,"2750 E Thomas Rd
Phoenix, AZ 85016",t,Phoenix,Julioberto's,33.4805749,-112.0217796,AZ,3.5,t,f,casual,none,f,t,t,f,1
Rg3INE2p4zQYvfMvJduEOQ,"4747 N 20th St
Phoenix, AZ 85016",f,Phoenix,Cyprus Grill of Phoenix,33.5062561,-112.0388468,AZ,4.0,t,t,casual,beer_and_wine,t,t,t,t,1
imvNxppzxkLUPH64pQsDQg,"2400 E Missouri Ave
Phoenix, AZ 85016",t,Phoenix,Wright's,33.5232267,-112.0232519,AZ,4.5,f,t,dressy,full_bar,t,t,f,t,3
syxUZu1GrJv0LYnV38hMug,"3414 N 24th St
Phoenix, AZ 85016",f,Phoenix,Losbetos Mexican Food,33.4881545,-112.0304886,AZ,3.5,,t,casual,,f,t,t,f,1
3m7khDnqH9QOg8gu3Ymumw,"2375 E Camelback Road
Phoenix, AZ 85016",f,Phoenix,Oscar Taylor's,33.5084591,-112.0307315,AZ,3.0,,t,casual,full_bar,t,t,,t,2
Uov4o_7gRqQKQyjVhWOpVA,"2566 E Camelback Rd
Ste 201
Phoenix, AZ 85016",f,Phoenix,Sam's Cafe,33.5095991,-112.0260037,AZ,3.5,,t,casual,full_bar,t,t,t,t,2
NDKkce5Au-o_OhIt5f2ZBg,"3160 E Camelback Rd
Phoenix, AZ 85016",f,Phoenix,Zen 32,33.5100591,-112.0142073,AZ,3.0,,t,casual,full_bar,t,t,f,t,2
K9fIADfO_zKFPFm75A1Hxw,"2450 E Indian School Rd
Phoenix, AZ 85016",t,Phoenix,Taco Bell,33.494876,-112.028973,AZ,2.5,f,f,casual,none,f,t,t,t,1
UxMnY3Dxafucv5cXHyfBSA,"2328 E Indian School Rd
Phoenix, AZ 85016",t,Phoenix,New Hong Kong,33.4949655,-112.0310218,AZ,3.0,f,f,casual,none,t,t,t,t,1
24qSrF_XOrvaHDBy-gLIQg,"2119 E Camelback Rd
Phoenix, AZ 85016",f,Phoenix,Baby Kay's Cajun Kitchen,33.5075394,-112.0375184,AZ,3.5,t,t,casual,full_bar,t,t,t,t,2
YSQnaRE4Le6CaonZICFyVQ,"2057 E Camelback Rd
Phoenix, AZ 85016",f,Phoenix,Chili's Grill and Bar,33.5092616,-112.0376214,AZ,2.0,t,,,,,t,,,
yLfYR-PvIzAv9DnEH68Rgw,"2596 E Camelback Rd
Ste 201
Phoenix, AZ 85016",f,Phoenix,The Bamboo Club,33.5096327,-112.0252067,AZ,2.5,,,casual,,,t,,,3
U2hhSRVHfBryKPNTgasprA,"4719 N 20Th St
Phoenix, AZ 85016",f,Phoenix,Blimpie,33.5059283,-112.0388474,AZ,4.5,f,f,casual,none,f,t,t,t,1
yPfvOB63thP5t3pGZPJExA,"2501 E Telewa Trl
Phoenix, AZ 85016",t,Phoenix,The Wrigley Mansion Club,33.523043,-112.026658,AZ,3.5,t,t,dressy,full_bar,t,t,f,t,3
u0zjW7rluJgUeQTnaZnkJQ,"3150 E Thomas Rd
Phoenix, AZ 85016",t,Phoenix,Church's Chicken,33.480769,-112.0133391,AZ,1.0,f,f,casual,none,f,t,t,f,1
CkQKNhlm8DOzxbXm_zb3bg,"2442 E Camelback Rd
Phoenix, AZ 85016",f,Phoenix,The Vintage Market,33.5094566,-112.0291624,AZ,4.5,,,casual,,f,t,f,f,2
lgWe8lSmcBk4Pq0kVI9-0A,"2436 East Indian School Road
Phoenix, AZ 85016",t,Phoenix,KFC,33.4949,-112.029,AZ,2.0,f,f,casual,none,f,t,t,t,1
rVUEZpHQfWI_3kt0lBwaxQ,"3114 E Camelback Rd
Phoenix, AZ 85016",t,Phoenix,Keegan's Grill,33.5100215,-112.0153526,AZ,3.5,t,t,casual,full_bar,t,t,t,t,2
oEjdNvlluW5_Ng9kewJFBg,"2650 E Camelback Rd
Phoenix, AZ 85016",f,Phoenix,Chevys Fresh Mex Restaurant,33.510034,-112.0241743,AZ,2.5,,t,casual,,t,t,t,t,2
Vu8od1U-h5qqwj3Jf_Hnzg,"2045 E Camelback Rd
Phoenix, AZ 85016",f,Phoenix,Souper Salad,33.5082758,-112.0372054,AZ,3.5,f,t,casual,none,t,t,t,t,1
_BhzcKojv1gjdRINe3Gkig,"The Shops at the Esplanade
2501 E. Camelback Rd.
Phoenix, AZ 85016",f,Phoenix,Morton's The Steakhouse,33.5080183,-112.0270172,AZ,4.0,t,f,dressy,full_bar,t,t,f,t,4
vvA3fbps4F9nGlAEYKk_sA,"2728 E Thomas Rd
Phoenix, AZ 85016",t,Phoenix,Avanti,33.4804921,-112.0221966,AZ,4.0,t,t,dressy,full_bar,t,t,f,t,3
4rySWsfL5enT7t4XuVNJuQ,"2323 E Thomas Rd
Phoenix, AZ 85016",t,Phoenix,Jerry's Restaurant,33.479978,-112.0320199,AZ,3.5,f,f,casual,none,t,t,t,t,1
OypZxwm-jS9QfUwgBmzeyw,"2576 E Camelback Rd
Phoenix, AZ 85016",f,Phoenix,Steamers Genuine Seafood,33.5096101,-112.0257117,AZ,3.0,,t,casual,full_bar,t,t,f,t,3
NVqLUZ7Vb9B_0RJm_BS64g,"2333 E Osborn Rd
Phoenix, AZ 85016",f,Phoenix,Linda's On Osborn,33.4872648,-112.0308423,AZ,3.5,f,f,casual,beer_and_wine,t,t,t,t,1
C6oCdg9wVaS81Re0WfBJzw,"2347 E Osborn Rd
Phoenix, AZ 85016",t,Phoenix,Mr Submarine,33.4872299,-112.0305386,AZ,4.0,f,f,casual,none,f,t,t,t,1
PuHucejs4LG3hSXnrwi9-g,"2320 E Osborn Rd
Phoenix, AZ 85016",f,Phoenix,Sophie's French Bistro,33.4878123,-112.0314685,AZ,4.0,,t,dressy,full_bar,t,t,f,t,3
3DMvGD8ZmlMQmhwV66hdSA,"2710 E Indian School Rd
Phoenix, AZ 85016",t,Phoenix,China Village,33.495343,-112.022973,AZ,4.0,t,f,casual,full_bar,t,t,t,t,2
VWcaFOSFcDwmFquycBzFyQ,"3168 E Indian School Rd
Phoenix, AZ 85016",t,Phoenix,Frank's Pizza & Wings,33.4960379,-112.0142962,AZ,3.5,t,t,casual,none,f,t,t,f,1
69t2S1u7Rf6qM_c14b42xQ,"2820 E Indian School Rd
Phoenix, AZ 85016",t,Phoenix,Manuel's Mexican Restaurant & Cantina - 28th St,33.4953008,-112.0207982,AZ,3.5,t,t,casual,full_bar,t,t,t,t,2
iDoigI3605ixHl_qHly3Tg,"2201 E Camelback Rd
Ste 106-A
Phoenix, AZ 85016",f,Phoenix,Ruth's Chris Steak House,33.5089836,-112.0339775,AZ,4.0,t,f,dressy,full_bar,t,t,f,t,3
zMa6YoEekpABg1HZnnTZdg,"2650 E Camelback Rd
Phoenix, AZ 85016",t,Phoenix,Hillstone Restaurant,33.510034,-112.0241743,AZ,4.0,t,t,casual,full_bar,t,t,f,t,3
gxuVySgACHDqJlwmelFHLA,"5619 E Indian School Rd
Phoenix, AZ 85018",t,Phoenix,56th St Deli & Market,33.488839,-111.959883,AZ,4.5,t,t,casual,,,t,t,f,1
cvb__rYMkj4BMhC3p_FB3Q,"4041 E Thomas Rd
Ste 107
Phoenix, AZ 85018",f,Phoenix,Olympic Flame,33.4797564,-111.9941067,AZ,4.0,,,casual,,t,t,t,t,2
VpSiOW1PapVmZyyRBK_GBQ,"3930 E Camelback Rd
Ste 202
Phoenix, AZ 85018",t,Phoenix,Vincent's On Camelback,33.5102548,-111.9962632,AZ,3.5,f,f,dressy,full_bar,t,t,f,t,3
Upru5VE0jZ81ZQVVNCK_uA,"3330 E Thomas Rd
Phoenix, AZ 85018",t,Phoenix,Sonic Drive-In,33.4804941,-112.0096144,AZ,3.0,f,t,casual,none,t,t,t,t,1
oc0Wl6ktfMLb5VZ2Uz6M2A,"3930 E Camelback Rd
Phoenix, AZ 85018",t,Phoenix,Vincent Market Bistro,33.5102548,-111.9962632,AZ,4.5,f,t,casual,beer_and_wine,t,t,f,t,2
_ODHYjCmrb3W9hIGJI1uaA,"3239 E Indian School Rd
Phoenix, AZ 85018",t,Phoenix,Loving Hut,33.4949196,-112.0113575,AZ,4.0,t,f,casual,none,t,t,t,t,1
CvJNcUtmNubDF8UmuduNXg,"3945 E Thomas Rd
Phoenix, AZ 85018",t,Phoenix,Peter Piper Pizza,33.4799876,-111.9960078,AZ,2.5,t,f,casual,,f,t,t,t,2
y-uHaMLLWQydSyWJawLIUw,"3923 E Thomas Rd
Phoenix, AZ 85018",t,Phoenix,Ono Hawaiian BBQ,33.47987,-111.9978239,AZ,3.0,f,t,casual,none,f,t,t,t,1
nLpV9fo8xml-QHOKyOje2A,"3923 E Thomas Rd
Phoenix, AZ 85018",t,Phoenix,Panda Express,33.4800565579958,-111.997838758408,AZ,2.5,f,t,casual,none,f,t,t,t,1
JobP0ghILdh8S8l-LhHHxQ,"3955 E Thomas Rd
Phoenix, AZ 85018",f,Phoenix,Armando's Mexican Food,33.4797323,-111.9958677,AZ,3.0,f,f,casual,none,f,t,t,t,1
9Dj2we91vaYDVhfq6t-Luw,"4539 E Thomas Rd
Phoenix, AZ 85018",t,Phoenix,Subway,33.479698,-111.982927,AZ,3.0,f,t,casual,,f,t,t,t,1
edjCywtqffQ8__vM7POZbw,"4340 E Indian School Rd
Phoenix, AZ 85018",t,Phoenix,Rubio's,33.4954826,-111.9883722,AZ,4.0,f,t,casual,beer_and_wine,f,t,t,t,1
hLAWdi804nVfTLF7T0rB1Q,"4011 N 32nd St
Phoenix, AZ 85018",t,Phoenix,La Salsita,33.4937828,-112.0126092,AZ,4.0,t,t,casual,none,f,t,t,t,1
K2_Hmmo5crTYWiT_1sWnfQ,"4423 E Thomas Rd
Phoenix, AZ 85018",t,Phoenix,Chipotle Mexican Grill,33.4797987,-111.9862169,AZ,3.0,f,t,casual,beer_and_wine,f,t,t,t,1
ejfy33R1avFm7oygL34uQg,"4502 E Thomas Rd
Phoenix, AZ 85018",f,Phoenix,Elie's Deli,33.4804959,-111.9842703,AZ,4.5,f,t,casual,none,f,f,t,f,1
T-FM14EE1tt-94eONQEaVA,"4046 E Thomas Rd
Phoenix, AZ 85018",f,Phoenix,Fazoli's,33.4807571,-111.9933897,AZ,2.5,,,casual,none,,,,t,
j0Uc-GuOe-x9_N_IK1KPpA,"3724 E Indian School Rd
Phoenix, AZ 85018",t,Phoenix,Slice of Sicily,33.4957183,-112.0009841,AZ,4.0,t,f,casual,none,t,t,t,t,1
fVgrpVyp-nPLTac9YIjTug,"5200 E Camelback Rd
Phoenix, AZ 85018",t,Phoenix,T Cook's Restaurant,33.504688,-111.969094,AZ,4.0,f,t,dressy,full_bar,t,t,f,t,3
5Js9G0axfWhbYlB9UgXLww,"4401 E Indian School Rd
Phoenix, AZ 85018",t,Phoenix,Einstein Bros Bagels,33.4944532,-111.9863667,AZ,3.0,f,t,casual,none,f,t,t,t,1
N-gqIeVDebI3qgwxf1jMcw,"3214 E Indian School Rd
Phoenix, AZ 85018",t,Phoenix,McDonald's,33.4955884,-112.0122452,AZ,3.5,f,f,casual,none,f,t,t,t,1
2dJ_UPPCpcjo5JeYPnjaYw,"4445 E Thomas Rd
Phoenix, AZ 85018",t,Phoenix,Schlotzsky's,33.4798593,-111.9854952,AZ,3.0,f,t,casual,none,f,t,t,t,1
2gMx4KnXbNtpoCuVCmyo3g,"4601 E Thomas Rd
Phoenix, AZ 85018",f,Phoenix,Coco's Restaurant,33.4799122,-111.9823037,AZ,2.0,,f,casual,beer_and_wine,t,t,t,f,2
S8R5c7-plWe3NtmijYAJvg,"4247 E Indian School Rd
Phoenix, AZ 85018",t,Phoenix,Sacks Art of Sandwicherie,33.494594,-111.9893448,AZ,3.5,f,t,casual,none,f,t,t,t,1
SDwYQ6eSu1htn8vHWv128g,"3939 E Campbell Ave
Phoenix, AZ 85018",t,Phoenix,Postino Arcadia,33.5021111,-111.9963386,AZ,4.5,f,t,casual,beer_and_wine,t,t,f,t,2
7UTlEVHU5v2xBLdkGghyzQ,"3222 E Indian School Rd
Phoenix, AZ 85018",f,Phoenix,Chuy's Mesquite Broiler,33.495636,-112.0118971,AZ,3.5,,t,casual,full_bar,f,t,t,t,1
yJr24Yy1K6bt2G9fX3_zPA,"4225 E Camelback Rd
Phoenix, AZ 85018",f,Phoenix,Havana Cafe,33.509198,-111.988715,AZ,3.5,f,t,casual,full_bar,t,t,f,t,2
wdEnI9WTLHiqSCH1RdJ40w,"4732 E Thomas Rd
Phoenix, AZ 85018",t,Phoenix,Los Armandos,33.480391,-111.978627,AZ,3.0,t,f,casual,none,f,t,t,t,1
qz4ZOcv-840UjfCEYI4qZg,"4829 E Indian School Rd
Phoenix, AZ 85018",t,Phoenix,JT's Bar & Grill,33.494204,-111.976613,AZ,4.5,t,t,casual,full_bar,t,t,f,f,1
FRDZ59oRvUSs4gf-itOCBg,"4343 E Camelback Rd
Phoenix, AZ 85018",t,Phoenix,Jack in the Box,33.5091326,-111.9875851,AZ,3.5,,f,casual,none,f,t,t,t,1
m9Wqqma30o-hH2fAX7dnug,"3215 E Indian School Rd
Phoenix, AZ 85018",t,Phoenix,Desert Jade,33.494918,-112.012263,AZ,4.0,f,f,casual,full_bar,t,t,t,t,2
7SoGPn8dvce7A1aHdBOGLA,"3220 E Thomas Rd
Phoenix, AZ 85018",f,Phoenix,Mariscos Acapulco,33.4808032546782,-112.011249084328,AZ,4.0,t,f,casual,beer_and_wine,t,t,t,t,2
To5CjntVFawXM_hpAhvVdQ,"5029 N 44th St
Phoenix, AZ 85018",t,Phoenix,Wally's' American Pub N Grill,33.5106319,-111.9861318,AZ,4.0,t,t,casual,full_bar,t,t,t,t,2
