B ID,Chicken Wings,Salad,Chinese,American (New),American (Traditional),Buffets,Greek,Cafes,Mediterranean,Japanese,Breakfast & Brunch,Delis,Pizza,Sandwiches,Fast Food,Mexican,Burgers,Barbeque,Seafood,Sushi Bars,Italian
UI5ghIUeHYxzwSfaDVUXOA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QlEU-1VCqJbTzSf8mFAZUg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
supigcPNO9IKo6olaTNV-g,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qWAvx3yktyMQixSh4K0Dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2VpSPb8IVXNqyVY5n7caGg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
kvRA6hu6FC51vBKY7Kp9GQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Hn7f_Gh5ffvns_7nU4Wqxg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NH67MdKaFGNcP-dlu56pyw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3EEVGDngt4DEhoOQZIUNUw,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X6mWr96ibKdXQSA6mpH90g,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6-O63QoQA7mCVVAH-MMtuA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BpSLpzq_NRYghGSsb10G3A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_IaAOzGPzq3JIDKuQlAzvQ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
yeLq-452CkaKw1ynn0nRNw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
hUvLxFBm2e2rWyUfqwvl-A,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
58P3oSd8P2QNzHrQmRqQZw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
nS9Dgj0a5o4Et80jFXBlrw,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oWb5JjxoPaFSmpGwJ3-Ntg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Jg3COi2_fHG7urLHTKvP1g,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MiajUnwoG7RGoaolO1rPaw,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
lHZmz_QUoARjiz520BeKMg,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tt6DYs0TyERWHWW5xiRL_A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
asebFFgabg_lfoNpGJHZlQ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
cWBqZThx4RWNzPJbJ_oXOg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
KV-yJLmlODfUG1Mkds6kYw,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WDffbqRoBhTlJKceyaF2zA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v48aS-Z-nw6o9qsHdHz8zA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
XmJtUUTpgmeYQs_69uZ89Q,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OL9p2tme85Sd3d8mCiSOxw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
E0fZHHInMb6xscHDrPlh4Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4y9s1y8WxumJB9ypewvXCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8_mbjbTK_Ci3DljpzdipuA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
YxLiLBNTm4cOg7OlKKLmVw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
o5Ej_N6wXbYPaZ5h1wqfDg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8UhKnPs2Jvz7vjzqYCTcWg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3GAPcBG8SowgrpS6UHlDeQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XkNQVTkCEzBrq7OlRHI11Q,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
TO2a5gXGGAU8Uq67bzqE-w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DmkTDze8ruJr6o2f5GAvJA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KqsvvlzoJH3TUrk_vlbcsQ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
MPmSoEd46WXqhN-5rw7Yqw,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
X7FAAKkwOwaUUpR8QPChyw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wqJ5dCAh2FGHEVtV1lGiEw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
xIdyiVoX5woL8iKHYKoiWw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n-XTO7I2o2h06o-vyjtYfg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HbzAtY5PD6rMifst65PzQg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7_w9XmNhl_l0N3jN3F-qTQ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
VXuvmtDipL_WRwc0NTM3iQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BojnLUPz5IzZKyQocGc7uw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WxZ7lWnN_AJCa8-Vd1A7ZQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
hQZGxLGcqSWb89ZFhdExjA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
p7m9uYWxKSFCF-qC7hPxPQ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fg5VkQsHRm7V1Hq9GEsUBg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5diW79GD0MSJ10j1HCf8Q,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
J7ZNnzbCoyMqd-y608wl6A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JLrAD5J7O0xIdtUHb21jvQ,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
QXWXLEVGeONoZHLmHuFemQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Q777p0iKcL-3k1171OW1TA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
QMN_F0PIReU6QbyEuGSYhg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PejTHpMkh8sJZGdGaZuPpw,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
wzQAmzQopWcfoCG8lfiE_w,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zv92SeuVPQdof0PdgN056g,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QAUDLYNxhHGdUn5YP7au_w,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4sW8Z6NLXLRkruSKSKUEUw,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
z-5F-tlpAUci4obI3Gl2ow,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
JUlwoai_WikznIEQ7XCENA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9ziO3NpoNTKHvIKCBFB_fQ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M6SQ1dITqcuj-sAvg8_ITg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
qlrZzAktK8wODSHxhLEK7w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
G_2CWsU7GYwhNqptrLXUBg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zn_gLMU-Lr3wleSPd-nmbg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
jFfrM1y-L1icUZXjBpxmeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3l72FflaaeI0tWEAWN3-gQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WJ7rJxbkXqr62koXzR8tXg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
d3MxUXS1b6U2P_gGuCO1-A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qjmCVYkwP-HDa35jwYucbQ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T6dbW2UuWTKar_22zbbiUw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
vurk3jST-KeVPcK5tl6YGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JEreQgso7MH_Io3DXGsEOw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
oIkwj10HmUiognO68j7jOg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
rQ4z0EStSZE4acgkne6Hmg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6TWRuHn24DL6vnW8Uyu4Vw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
o4sPw8nO7GcNyKilWBgK_Q,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mW1gB2DmBe__AEVgCoTgjw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
yyuy1kimJHK2RsizjvgUNQ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
GrUh2Jo6sL3wllrtZY4zmg,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
jCaQauhwHFyjOSlCutqUnA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-XlBQrxN_ZB3MZKxLBeAjA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pju_pKfvEnUYV9wMVNsacg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sWCH3c8XxBrF7aODVgQeQw,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4BcuZj2ETMxUs48PLPwKxQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
m14pIWedGiHi9_aWAIXEew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yhe351NgKDMnLZzIp9_A-Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N_xmefo_3IIGa7ovAwH78Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
vBDVxjMtXzZ8GUhV-1L3Jw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LDf-QgB7c3YrT4klCo2uEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
qr1u2QOYqR_53oUJQWgftQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
euSK0uPFinytVDR_UROMTA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8w7Q0cSYssJGDI9WVxJB_w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3NsfdaGfkhQbRrjjoYhTew,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
WwTK9w1qu4h28a63gFz25A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iuQeSS7KY4zVNqdfHTVdTQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wl51t6lT7leiX64SlkOx6g,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bKr2DfxkmVNSWM2ZrjMT_A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CjFaf6r6iP1xcKcChKDgKA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
IDQbSGU2k1MaLkv-sFN-OQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
j7-YRDU63fw975an55zHGg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r3r_bAfa6pZKIhQB82FizQ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XHr5mXFgobOHoxbPJxmYdg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KyS6qEcU8BBuFRqSGwINFw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGkmUbymiNBzX99MxVAV4g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
v0UcWfHvGgYZYFobaSOr8A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QPheu9dnwdlaPwXofP8ijw,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IzA5qhgjpD-SeRS2Ei5NOA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cjFDprdEXbDDdraONMy5Pg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3n9mSKySEv3G03YjcU-YOQ,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3NvTA98paIkjT4-bcXpLA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UACSWwOwCFg58ycvb32-RQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPBZxmt8_nT30rNVnKHYKA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
xs1LHeJy78u-7taSEnQ2Yw,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hkKvb6oXxn8ygoP5fFln1g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zruvunhqw7cuyuoe7g09Gw,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FFdlPSZCGgTdg1CAfrlvlw,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Aisjvk-fZVwAcGsN4NlviA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6OstDz-flrI84-EW8aILg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
K7Kxz1FX-VLPflPJgqqbGQ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
d83_qJwcOYOojQsapu1Z4A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPqG0WNBBidKeZTMpEZ-w,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
dn9sB0Kok8cnkDhpcl7YCg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jd5sLVzE_p_LfJMBmbOhSA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KH8BMOHWAwBXCngmHxOXOQ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C6lM880c3gEdk_9ZjtKYWA,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
UnpufJ2XBZd27f8X-Zz7eA,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
j7n42b5qDMJR68q3Dv9u6A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cr-gW3LxHKlNS_8v7dszdQ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
UIfORCz28cEGMr_9p0eJ5g,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
knLSows1coxal0jKtFGl8Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5XU8ys_TsulI-FJ5nzuNvg,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
immAndhZ-o1qrlFrIw8YjQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
IuYs9ys6bwhK-s2_sUKsbQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
k6PuJ964NF2NEoXoOg0ijA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KcdZ5y6a88nH846sNLeVWA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OrF48GFHheuCie9cMYkldA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
o2vKya6WSNcMNTxAcJsF1g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1ulwCamdqoX-SdMTcOhHDw,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Z5v1F-tAV897ZmM32N0wfQ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3FhHnU7Mq8KcyWiWKH0RzA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
zAoFrUwRVdSrvYWNB5e5Jw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-JpZiiGPKOuCEiODGNyovw,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
SAS7V55TcgZSTJ21ZnXqmQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
G--jKQu95BxPI5r3aTiYhg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
U605aUo9MJn5vgLfP3yYKg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
eSKM83PlRBUAZ0fsYvYuLg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
xdsa_jxitBs2akh_6BYP2A,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
_FXql6eVhbM923RdCi94SA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0AZiq_OMKs3I9lTmwd5PSg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3OauvrqUU8nDLWcW6q9hGQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0xWF7PpTNl-awqg2YGxxFQ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2qqzGBLM9VFwjIuiEKHspg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
a0eg1AZESJbsUL6I3h_VsA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ziaSXim-Om_a62V7X0GSpQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Oy3eMx32IpXVR7xy_d4peQ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KkdkWeTMN8q-xpWD0ckx1Q,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1xu5wFd0TeBg6xNBiRtknw,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1nsxori657cAx2hiyYb4rA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
EpascFEAih49O5Un4f2AFw,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jhzF9VLnT7FZpvwPXSpApw,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
JHUcIssf3crggsVxfQ8q8w,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
ddtUYvKrKNcM070m4c3lKA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2voFtcyopB3jJHepouMWDQ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
En4UyDiGgmQuWq__50RAgA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
nts2OALwvyvfNh9focRZ3w,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
kiB6ByG9PYQLHmGpg5SGZw,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iPxUYvC8tgt5rBr-IZlSeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
38TiseZcVyypjNzuOROOWQ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EjdHWoYUsYIglMuFJFa4rg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M6fjHpkL9IRI-nI0BattRw,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4Hi-45RQRl2FOkPhEgNTnA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TnkxapUN4nWMz_z5h3qMYg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JMZfcwARQ68n7GGsqmtdaA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oUpVWZv6Sa62wTkkS7V7qQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i0W4TZcoRbOYeRfDfQEX8g,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zp713qNhx8d9KCJJnrw1xA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
zfY68t7nVihCwiCsCgM6cw,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OllL0G9Kh_k1lx-2vrFDXQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ykKSshfa9ANCZCuvM2LaWg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
bLFeZ84rAJdflY1Hu60_vw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5EJrFRz8Ha4D01Cf4LPO3g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Po46YYAw1g-tH2ReFtkoiA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29aP77nYo1xyVTEIyEyIYA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
PeC1ec6uyX3hlGIPORqs7w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RC68WRDA9oWDeUm9SWoMlQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HfFOfskD6KmCwwZTapAwGA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4pBklPWQZSeuj5xynAEOYg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
uAIZtyGIC1hX4i3Ukmhf6w,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uFwC7N9APy8oTjhda3p9lw,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
cmtEIXBh4OopFgRrd9tomw,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
S4QCUx-ldX7mEew9n38eWQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DJze-lgFSmKJtMROr2Vddw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ofLNaTKH717z79x3z1dAgw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
eVv6UshaBJdQSLaHMTQikw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
iVPjpMOlFlg0N3F31q5i5w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M_Aocl2RmEMCt-oO_wB1zA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9N7E_6xGBmVZ6IETuTg03w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KvBlmS1_tUbhA5zG1_B2ng,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
z-og6iO0HE7J0l1V4zCGTQ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
W9oFbcGKloLUpuALxzcQdw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6WyRYIPsW51EaoFaht-I5A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
q48Iyh3Rmg3Ixgt8iamRyQ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
V5w1ThWfQdolgzIL3rWPTg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1iw4g7qcKua2-V06RQpyCw,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LE-1ZOsjpPh7p95H2l5Fww,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5QqSj-bHH2b4Ao7FQO90hw,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
yN5MaHx7AGNhLMgUaQu0cA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OEYUn7UFXCQeFpmMu0HX5g,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
LYcw5qaBPhfrXhdDLadU4A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
