attributes.Ambience.divey,attributes.Dietary Restrictions.vegan,attributes.Happy Hour,hours.Thursday.open,attributes.Order at Counter,attributes.Hair Types Specialized In.africanamerican,attributes.Hair Types Specialized In.kids,attributes.BYOB,hours.Friday.open,attributes.Good For.latenight,attributes.Outdoor Seating,attributes.Alcohol,attributes.Ambience.classy,attributes.By Appointment Only,attributes.Parking.lot,business_id,attributes.Ambience.touristy,attributes.Corkage,hours.Tuesday.open,attributes.Good For.brunch,categories,attributes.Waiter Service,hours.Monday.open,name,attributes.Parking.street,attributes.Ambience.hipster,attributes.BYOB/Corkage,attributes.Hair Types Specialized In.straightperms,attributes.Music.live,attributes.Dietary Restrictions.dairy-free,attributes.Music.background_music,attributes.Price Range,attributes.Good For.breakfast,attributes.Parking.garage,attributes.Music.karaoke,attributes.Good For Dancing,review_count,attributes.Hair Types Specialized In.asian,state,attributes.Accepts Credit Cards,hours.Friday.close,attributes.Good For.lunch,attributes.Parking.valet,attributes.Take-out,full_address,hours.Thursday.close,attributes.Hair Types Specialized In.coloring,attributes.Good For.dessert,attributes.Music.video,attributes.Dietary Restrictions.halal,attributes.Takes Reservations,hours.Saturday.open,attributes.Ages Allowed,attributes.Ambience.trendy,attributes.Delivery,hours.Wednesday.close,attributes.Wi-Fi,open,city,attributes.Wheelchair Accessible,attributes.Dietary Restrictions.gluten-free,stars,attributes.Dietary Restrictions.kosher,type,attributes.Caters,attributes.Ambience.intimate,latitude,attributes.Good For.dinner,attributes.Coat Check,longitude,hours.Monday.close,attributes.Hair Types Specialized In.extensions,hours.Tuesday.close,hours.Saturday.close,attributes.Good for Kids,attributes.Parking.validated,hours.Sunday.open,attributes.Accepts Insurance,attributes.Music.dj,attributes.Dietary Restrictions.soy-free,attributes.Has TV,hours.Sunday.close,attributes.Ambience.casual,attributes.Hair Types Specialized In.perms,attributes.Dogs Allowed,attributes.Drive-Thru,attributes.Dietary Restrictions.vegetarian,hours.Wednesday.open,attributes.Noise Level,attributes.Smoking,attributes.Attire,attributes.Hair Types Specialized In.curly,attributes.Good For Groups,neighborhoods,attributes.Open 24 Hours,attributes.Ambience.romantic,attributes.Music.jukebox,attributes.Ambience.upscale
,,,,,,,,,,1,,,,,jTS6_YWSXBw7cy9HhAjNZQ,,,,,"['Fast Food', 'Restaurants']",,,Sonic Drive-In,,,,,,,,1,,,,,3,,AZ,1,,,,1,"6724 W Thomas Rd
Phoenix, AZ 85033",,,,,,0,,,,0,,,1,Phoenix,,,3.5,,business,,,33.4807958,,,-112.2046676,,,,,1,,,,,,0,,,,,1,,,,,casual,,1,[],,,,
,,,,,,,,,,,,,,,w4NZRieE41M--lCZ5su0uw,,,,,"['Fast Food', 'Restaurants']",,,Jack In the Box,,,,,,,,1,,,,,7,,AZ,,,,,1,"8225 W Camelback Rd
Phoenix, AZ 85033",,,,,,,,,,0,,,1,Phoenix,,,2,,business,,,33.508427,,,-112.236714,,,,,1,,,,,,,,,,,,,,,,,,1,[],,,,
1,,,0.458333333333333,,,,,0.458333333333333,0,0,0,0,,1,C0Oax-LBEFf0mmPSugymEQ,0,,0.458333333333333,0,"['Chinese', 'Food', 'Ethnic Food', 'Specialty Food', 'Cantonese', 'Restaurants']",1,0.458333333333333,Lim's Chinese Restaurant,0,0,,,,,,1,0,0,,,13,,AZ,1,0.875,1,0,1,"7532 W Indian School Rd
Phoenix, AZ 85033",0.875,,0,,,0,0.458333333333333,,0,0,0.875,no,0,Phoenix,1,,4,,business,1,0,33.494652,1,,-112.2221676,0.875,,0.875,0.875,1,0,0.458333333333333,,,,0,0.875,0,,0,,,0.458333333333333,quiet,,casual,,1,[],,0,,0
0,,,,,,,,,0,0,0,0,,0,D91dby6NHj13Cp7cDIj4TQ,0,,,0,"['Pizza', 'Restaurants']",,,Grandpa's Pizza,0,0,,,,,,2,0,0,,,13,,AZ,1,,1,0,1,"7333 W Thomas Road
Phoenix, AZ 85033",,,0,,,0,,,0,0,,,1,Phoenix,,,4,,business,,0,33.4792484,0,,-112.2183881,,,,,1,0,,,,,1,,0,,,,,,average,,casual,,0,[],,0,,0
0,,,0.458333333333333,,,,,0.458333333333333,0,1,2,0,,1,E2BMYajnI3USNpABFdBn6Q,0,,0.458333333333333,0,"['Mexican', 'Restaurants']",1,0.458333333333333,Macayo's Mexican Restaurants,0,0,,,,,,2,0,0,,,44,,AZ,1,0,1,0,1,"7829 W Thomas Rd
Phoenix, AZ 85033",0.916666666666667,,0,,,1,0.458333333333333,,0,0,0.916666666666667,no,1,Phoenix,1,,3.5,,business,1,0,33.479524,0,,-112.227821,0.916666666666667,,0.916666666666667,0.958333333333333,1,0,0.458333333333333,,,,1,0.916666666666667,1,,,,,0.458333333333333,average,,casual,,1,[],,0,,0
0,,,0.458333333333333,,,,,0.458333333333333,0,0,0,0,,1,GNZuoHxehd_3Kej7eXj8iQ,0,,0.458333333333333,0,"['Chinese', 'Restaurants']",1,0.458333333333333,Good China Restaurant,0,0,,,,,,1,0,0,,,46,,AZ,1,0.916666666666667,1,0,1,"6544 W Thomas Rd
Ste 38
Phoenix, AZ 85033",0.895833333333333,,0,,,0,0.458333333333333,,0,0,0.895833333333333,no,1,Phoenix,1,,4,,business,1,0,33.4813036,0,,-112.2023452,0.895833333333333,,0.895833333333333,0.916666666666667,1,0,0.5,,,,0,0.895833333333333,1,,,,,0.458333333333333,quiet,,casual,,1,[],,0,,0
0,,,0.4375,,,,,0.4375,0,0,0,0,,0,Cdnp0HbJ4wVlzffuueG45w,0,,0.4375,0,"['Chinese', 'Restaurants']",0,0.4375,Happy Food,0,0,,,,,,1,0,0,,,17,,AZ,1,0.875,1,0,1,"6701 W Thomas Rd
Phoenix, AZ 85033",0.875,,0,,,0,0.4375,,0,0,0.875,no,1,Phoenix,,,4,,business,0,0,33.4798719,0,,-112.203786,0.875,,0.875,0.875,1,0,0.4375,,,,0,0.875,0,,,,,0.4375,quiet,,casual,,1,[],,0,,0
0,,,,,,,,,0,0,2,0,,0,mVcSgP9JneHL4oz9FQPhnw,0,,,0,"['Seafood', 'Restaurants']",1,,Mariscos Ensenada 4,0,0,,,,,,2,0,0,,,8,,AZ,1,,0,0,1,"2919 N 59th Avenue
Phoenix, AZ 85033",,,0,,,0,,,0,0,,no,1,Phoenix,,,3,,business,,0,33.4819405,0,,-112.1857258,,,,,1,0,,,,,1,,0,,,,,,loud,,casual,,0,[],,0,,0
,,,,,,,,,,0,0,,,,OkrQmezVphjEnYQg7ngAbA,,,,,"['Pizza', 'Restaurants']",0,,Pizza Patron,,,,,,,,1,,,,,4,,AZ,1,,,,1,"8243 W Indian School Rd
Phoenix, AZ 85033",,,,,,0,,,,0,,,1,Phoenix,1,,2.5,,business,,,33.4939412,,,-112.2369546,,,,,1,,,,,,,,,,,,,,,,casual,,1,[],,,,
,,,,,,,,,0,0,,,,,o70dr8iwKpHpg0_wjkA0Rw,,,,0,"['Mexican', 'Restaurants']",,,Rivas Mexican Food,,,,,,,,2,0,,,,5,,AZ,1,,0,,1,"4012 N 75th Ave
Phoenix, AZ 85033",,,0,,,0,,,,0,,,1,Phoenix,,,2,,business,,,33.493295,0,,-112.220979,,,,,1,,,,,,0,,,,,,,,,,casual,,0,[],,,,
,,,,,,,,,,,,,,,1uz7Z7gDFMu0IsXYDmflyg,,,,,"['Pizza', 'Restaurants']",0,,Papa John's Pizza,,,,,,,,,,,,,3,,AZ,1,,,,1,"4850 N 83rd Ave
Phoenix, AZ 85033",,,,,,0,,,,1,,,1,Phoenix,0,,3.5,,business,0,,33.507622,,,-112.2382851,,,,,1,,,,,,,,,,,,,,average,,,,,[],,,,
,,,0.416666666666667,,,,,0.416666666666667,,,0,,,,64S2SGzu2YglvmTkqu3mUQ,,,0.416666666666667,,"['Sandwiches', 'Pizza', 'Chicken Wings', 'Restaurants']",,0.416666666666667,Domino's Pizza,,,,,,,,,,,,,4,,AZ,,0.0833333333333333,,,,"5030 W McDowell Rd
Spc 51
Phoenix, AZ 85035",0,,,,,,0.416666666666667,,,1,0,,1,Phoenix,,,3.5,,business,,,33.4667576,,,-112.1674908,0,,0,0.0833333333333333,,,0.416666666666667,,,,,0,,,,,,0.416666666666667,,,,,,[],,,,
0,,,,,,,,,0,0,,0,,0,z0xEfgr1-lDqVatrX-rf-A,0,,,0,"['Chinese', 'Restaurants']",1,,Rice To You,0,0,,,,,,1,0,0,,,23,,AZ,1,,0,0,1,"5132 W McDowell Rd
Phoenix, AZ 85035",,,0,,,0,,,0,1,,,1,Phoenix,,,3.5,,business,0,0,33.4659907,0,,-112.1696037,,,,,1,0,,,,,0,,0,,,,,,quiet,,casual,,1,[],,0,,0
0,,,,,,,,,1,0,0,0,,1,pdsK3YZfXZbzOEVpGNcilg,0,,,0,"['Breakfast & Brunch', 'Restaurants']",1,,Waffle House,0,0,,,,,,1,1,0,,,11,,AZ,1,,0,0,1,"5030 W McDowell Rd
Phoenix, AZ 85035",,,0,,,0,,,0,0,,no,0,Phoenix,,,3,,business,0,0,33.4670876585,0,,-112.168103456,,,,,1,0,,,,,0,,0,,,,,,average,,casual,,1,[],,0,,0
,,,,,,,,,,,,,,,4iMQGPFeMhbduKTWrwtWNg,,,,,"['Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']",,,Crossroads Bar & Grill,,,,,,,,,,,,,5,,AZ,1,,,,,"5030 W McDowell Rd
Phoenix, AZ 85035",,,,,,0,,,,0,,,0,Phoenix,,,3,,business,,,33.4667576,,,-112.1674908,,,,,0,,,,,,,,,,,,,,,,,,,[],,,,
0,,,0.416666666666667,,,,,0.416666666666667,0,0,2,0,,1,tNdb_01AHU3O1_ISE2Mf1w,0,,0.416666666666667,0,"['Mexican', 'Restaurants']",1,0.416666666666667,Las Cazuelas Mexican Food Restaurant,0,0,,,,,,1,0,0,,,14,,AZ,1,0.916666666666667,0,0,1,"5150 W McDowell Rd
Phoenix, AZ 85035",0.875,,1,,,1,0.416666666666667,,0,0,0.875,free,1,Phoenix,1,,3.5,,business,0,0,33.4663506,0,,-112.1711226,0.875,,0.875,0.916666666666667,1,0,0.416666666666667,,,,1,0.875,0,,0,,,0.416666666666667,average,,casual,,1,[],,0,,0
,,,,,,,,,,,,,,,UF1NxzXlRa1Qa3uo_XODsA,,,,,"['Burgers', 'Restaurants']",,,Burger King,,,,,,,,,,,,,6,,AZ,1,,,,1,"5102 W McDowell Rd
Phoenix, AZ 85035",,,,,,0,,,,0,,,1,Phoenix,,,2.5,,business,,,33.4664053,,,-112.1697242,,,,,1,,,,,,,,,,,,,,,,,,,[],,,,
0,,,0.25,,,,,0.25,0,1,0,0,,0,ot4Of_A9onKHoVt4XU7v5g,0,,0.25,0,"['American (Traditional)', 'Fast Food', 'Restaurants']",1,0.25,Sonic Drive-In,0,0,,,,,,1,0,0,,,10,,AZ,1,0,0,0,1,"5021 W McDowell Rd
Phoenix, AZ 85035",0.958333333333333,,0,,,0,0.25,,0,0,0.958333333333333,no,1,Phoenix,0,,2,,business,0,0,33.465469,0,,-112.167962,0.958333333333333,,0.958333333333333,0,1,0,0.25,,,,0,0.958333333333333,0,,,1,,0.25,quiet,,casual,,1,[],,0,,0
0,,,0.395833333333333,,,,,0.395833333333333,0,0,0,0,,0,PYfbYi0M_q8sTmVBaocyow,0,,0.395833333333333,0,"['Fast Food', 'Mexican', 'Restaurants']",0,0.395833333333333,El Pollo Loco,0,0,,,,,,1,0,0,,,12,,AZ,1,0.958333333333333,1,0,1,"5009 W Mcdowell
Phoenix, AZ 85035",0.958333333333333,,0,,,0,0.395833333333333,,0,0,0.958333333333333,no,1,Phoenix,,,2,,business,1,0,33.4655756,0,,-112.1673163,0.958333333333333,,0.958333333333333,0.958333333333333,1,0,0.395833333333333,,,,0,0.958333333333333,0,,,1,,0.395833333333333,average,,casual,,1,[],,0,,0
0,,,0.458333333333333,,,,,0.458333333333333,0,1,2,0,,0,5QOitecMgPwjT8RbUAQdig,0,,0.458333333333333,0,"['Seafood', 'American (Traditional)', 'Restaurants']",,0.458333333333333,Red Lobster,0,0,,,,,,2,0,0,,,22,,AZ,1,0.958333333333333,0,0,1,"2810 North 75th Ave
Phoenix, AZ 85035",0.916666666666667,,0,,,1,0.458333333333333,,0,0,0.916666666666667,no,1,Phoenix,1,,3,,business,1,0,33.4787353,1,,-112.2213794,0.916666666666667,,0.916666666666667,0.958333333333333,1,0,0.458333333333333,,,,1,0.916666666666667,1,,,,,0.458333333333333,,,casual,,1,[],,0,,0
0,,,0.625,,,,,0.458333333333333,0,0,2,0,,1,5GpvSL1tlAjpgdJKZ5eLpg,0,,0.625,0,"['American (Traditional)', 'Steakhouses', 'Barbeque', 'Restaurants']",1,0.625,Texas Roadhouse,0,0,,,,,,2,0,0,,,98,,AZ,1,0.958333333333333,0,0,1,"1616 N. 75Th Ave
Phoenix, AZ 85035",0.916666666666667,,0,,,0,0.458333333333333,,0,0,0.916666666666667,no,1,Phoenix,1,,3.5,,business,0,0,33.4673054,1,,-112.2211163,0.916666666666667,,0.916666666666667,0.958333333333333,1,0,0.458333333333333,,,,1,0.958333333333333,1,,,,,0.625,average,,casual,,1,[],,0,,0
0,,,,,,,,,,0,0,0,,0,AMvEtuSRdXzb4abwFgL8Dw,0,,,,"['Fast Food', 'Restaurants']",0,,Church's Chicken,0,0,,,,,,1,,0,,,4,,AZ,1,,,0,1,"6730 W McDowell Rd
Phoenix, AZ 85035",,,,,,0,,,0,0,,no,1,Phoenix,,,1.5,,business,1,0,33.466241,,,-112.2047771,,,,,0,0,,,,,0,,0,,,1,,,quiet,,casual,,0,[],,0,,0
1,,,,,,,,,0,0,0,0,,0,RIPnl1BAUaY2rSW8cPuQWQ,0,,,0,"['Chinese', 'Restaurants']",0,,Star Wok,0,0,,,,,,2,0,0,,,19,,AZ,1,,1,0,1,"2201 N 83rd Avenue
Phoenix, AZ 85035",,,0,,,0,,,0,1,,no,1,Phoenix,,,4,,business,1,0,33.4720551,1,,-112.2370041,,,,,1,0,,,,,1,,0,,,,,,quiet,,casual,,0,[],,0,,0
0,,,,,,,,,0,0,,0,,0,B2UwY6nbXC-N1YParGE5nw,0,,,0,"['Fast Food', 'Sandwiches', 'Restaurants']",0,,Subway,0,0,,,,,,1,0,0,,,3,,AZ,1,,0,0,1,"5930 W McDowell Rd
Ste 107
Phoenix, AZ 85035",,,0,,,0,,,0,0,,no,1,Phoenix,,,3.5,,business,1,0,33.4664677,0,,-112.1884245,,,,,1,0,,,,,0,,0,,,0,,,average,,casual,,1,[],,0,,0
,,,0.291666666666667,,,,,0.291666666666667,,,0,,,,4jxKmU2No9hGWCZuYPjeLQ,,,0.291666666666667,,"['Fast Food', 'Mexican', 'Tex-Mex', 'Restaurants']",,0.291666666666667,Taco Bell,,,,,,,,,,,,,5,,AZ,1,0.0833333333333333,,,1,"1860 N 75th Ave
Phoenix, AZ 85035",0.0416666666666667,,,,,0,0.291666666666667,,,0,0.0416666666666667,,1,Phoenix,,,2.5,,business,,,33.46898,,,-112.22115,0.0416666666666667,,0.0416666666666667,0.0833333333333333,1,,0.291666666666667,,,,0,0.0416666666666667,,,,,,0.291666666666667,,,,,1,[],,,,
0,,1,0.458333333333333,,,,,0.458333333333333,0,0,2,0,,1,ILm0LCXrDGs_5aGa83dgfQ,0,,0.458333333333333,0,"['Bars', 'Salad', 'Wine Bars', 'Nightlife', 'Italian', 'Restaurants']",1,0.458333333333333,Olive Garden Italian Restaurant,0,0,,,0,,1,2,0,0,0,0,55,,AZ,1,0.958333333333333,1,0,1,"2626 N 75th Ave
Phoenix, AZ 85035",0.916666666666667,,0,0,,1,0.458333333333333,,0,0,0.916666666666667,no,1,Phoenix,,,2.5,,business,1,0,33.4775855,0,0,-112.2211945,0.916666666666667,,0.916666666666667,0.958333333333333,1,0,0.458333333333333,,0,,0,0.916666666666667,1,,,,,0.458333333333333,average,no,casual,,1,[],,0,0,0
0,,,,,,,,,0,0,0,0,,0,TFnZEuATbs0jRqr3Z_t6Pg,0,,,0,"['American (New)', 'Restaurants']",0,,Long John Silvers,0,0,,,,,,2,0,0,,,3,,AZ,1,,0,0,1,"7509 W Encanto Blvd
Phoenix, AZ 85035",,,0,,,0,,,0,0,,no,0,Phoenix,,,3,,business,0,0,33.4720491862,0,,-112.22126618,,,,,1,0,,,,,1,,0,,,,,,average,,casual,,0,[],,0,,0
,,,,,,,,,,,,,,,ycFghD0OZyf9i4mRkD6o6Q,,,,,"['Steakhouses', 'Restaurants']",,,Outback Steakhouse,,,,,,,,3,,,,,3,,AZ,,,,,,"2820 N 75th Ave
Phoenix, AZ 85035",,,,,,,,,,,,,0,Phoenix,,,2,,business,,,33.4792119,,,-112.2211239,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
0,,,,,,,,,0,0,0,0,,0,mPMw_JxSRjzPXVdTjWmV6Q,0,,,1,"['Burgers', 'American (Traditional)', 'Fast Food', 'Restaurants']",0,,Whataburger,0,0,,,,,,1,0,0,,,19,,AZ,1,,0,0,1,"2040 North 75th Avenue
Phoenix, AZ 85035",,,0,,,0,,,0,0,,no,1,Phoenix,,,4.5,,business,0,0,33.4706577,0,,-112.2212155,,,,,1,0,,,,,0,,0,,,1,,,average,,casual,,1,[],,0,,0
,,,,,,,,,,0,,,,,R7SVavAsjzN3wy825PiOEg,,,,,"['Pizza', 'Restaurants']",,,Papa John's Pizza,,,,,,,,,,,,,4,,AZ,1,,,,1,"5930 W McDowell Rd
Phoenix, AZ 85035",,,,,,0,,,,1,,,1,Phoenix,0,,2,,business,0,,33.4664677,,,-112.1884245,,,,,,,,,,,,,,,,,,,,,,,0,[],,,,
,,,,,,,,,,1,,,,,Yb3_NGmF1PED-f_RWw_G_g,,,,,"['Burgers', 'Fast Food', 'Restaurants']",,,McDonald's,,,,,,,,1,,,,,4,,AZ,1,,,,1,"2611 N 75th Ave
Phoenix, AZ 85035",,,,,,0,,,,0,,free,1,Phoenix,,,1,,business,,,33.4768219,,,-112.220237,,,,,0,,,,,,,,,,,,,,,,casual,,1,[],,,,
,,,,,,,,,,0,,,,,5oe5ciunMsjPKLAj0pl_Lg,,,,,"['Fast Food', 'Restaurants']",,,Jack in the Box,,,,,,,,1,,,,,8,,AZ,1,,,,1,"9920 W Indian School Rd
Phoenix, AZ 85037",,,,,,0,,,,0,,,1,Phoenix,,,2,,business,,,33.4902326241,,,-112.255643323,,,,,1,,,,,,0,,,,,1,,,average,,,,1,[],,,,
0,,,0.4375,,,,,0.4375,0,0,1,0,,0,hVDo35_OySCeFWYLFKM7WQ,0,,0.4375,0,"['Pizza', 'Sandwiches', 'Salad', 'Restaurants']",0,0.4375,Palermos Pizza,0,0,,,,,,2,0,0,,,16,,AZ,1,0.979166666666667,1,0,1,"9024 W Thomas Rd
Phoenix, AZ 85037",0.9375,,0,,,0,0.4375,,0,1,0.9375,no,1,Phoenix,1,,3.5,,business,0,0,33.4814258,0,,-112.2541537,0.9375,,0.9375,0.979166666666667,1,0,0.479166666666667,,,,1,0.9375,0,,,,,0.4375,average,,casual,,1,[],,0,,0
,,,,,,,,,,,,,,,4hqPdtPCH8rLHTet7k8-RQ,,,,,"['Fast Food', 'Sandwiches', 'Restaurants']",,,Subway,,,,,,,,1,,,,,5,,AZ,1,,,,1,"9014 W Thomas Rd
Phoenix, AZ 85037",,,,,,,,,,0,,,1,Phoenix,,,1.5,,business,,,33.4806655,,,-112.2532239,,,,,1,,,,,,,,,,,,,,,,casual,,1,[],,,,
0,,,,,,,,,0,1,0,0,,1,AIM_3ESPX13J4G4ZNVOY_g,0,,,0,"['American (Traditional)', 'Fast Food', 'Restaurants']",0,,Sonic Drive-In,0,0,,,,,,1,0,0,,,12,,AZ,1,,1,0,1,"10210 W Indian School Rd
Phoenix, AZ 85031",,,1,,,0,,,0,0,,no,1,Phoenix,,,2.5,,business,0,0,33.49419,0,,-112.279646,,,,,1,0,,,,,0,,0,,,1,,,average,,casual,,1,[],,0,,0
0,,,0.416666666666667,,,,,0.416666666666667,0,0,1,0,,1,_io-CVnCgHyt0vpTCrP13A,0,,0.416666666666667,0,"['Italian', 'Pizza', 'Restaurants']",1,0.416666666666667,Brother's Pizza,0,0,,,,,,1,0,0,,,47,,AZ,1,0.958333333333333,1,0,1,"10720 W Indian School Rd
Ste 13
Phoenix, AZ 85037",0.916666666666667,,0,,,0,0.458333333333333,,0,1,0.916666666666667,no,1,Phoenix,1,,3.5,,business,1,0,33.4947065,0,,-112.2919195,0.916666666666667,,0.916666666666667,0.958333333333333,1,0,0.458333333333333,,,,1,0.916666666666667,1,,,,,0.416666666666667,average,,casual,,1,[],,0,,0
0,,,0.458333333333333,,,,,0.458333333333333,0,0,1,0,,1,sCv1wUWJhFmQEMw3A4lwXQ,0,,0.458333333333333,0,"['Chinese', 'Restaurants']",1,0.458333333333333,Wong's Restaurant,0,0,,,,,,2,0,0,,,62,,AZ,1,0.895833333333333,1,0,1,"10540 W Indian School Rd
Phoenix, AZ 85037",0.875,,0,,,1,0.458333333333333,,0,0,0.875,no,1,Phoenix,1,,4,,business,0,0,33.4942832,0,,-112.287703,0.875,,0.875,0.875,1,0,0.458333333333333,,,,0,0.875,1,,,,,0.458333333333333,quiet,,casual,,1,[],,0,,0
0,,,,,,,,,0,0,0,0,,0,mNjLNTOXSckssvYNn-ZFjg,0,,,0,"['Mexican', 'Restaurants']",0,,Ramiro's Mexican Food,1,0,,,,,,1,1,0,,,15,,AZ,1,,0,0,1,"10720 W Indian School Road
Phoenix, AZ 85037",,,0,,,0,,,0,0,,no,1,Phoenix,,,4,,business,1,0,33.4947065,0,,-112.2919195,,,,,1,0,,,,,0,,0,,,,,,quiet,,casual,,1,[],,0,,0
0,,,0.4375,,,,,0.4375,0,0,0,0,,1,SPqPt-K6qzTutj_vWOgKGA,0,,0.4375,0,"['Chicken Wings', 'Chinese', 'Restaurants']",0,0.4375,Marcia's Long Wong's,0,0,,,,,,1,0,0,,,12,,AZ,1,0.958333333333333,0,0,1,"5 W Baseline Rd
Phoenix, AZ 85041",0.916666666666667,,0,,,0,0.4375,,0,0,0.916666666666667,no,1,Phoenix,1,,4,,business,1,0,33.3777349,1,,-112.0733585,0.916666666666667,,0.916666666666667,0.958333333333333,1,0,0.4375,,,,1,0.916666666666667,1,,,,,0.4375,average,,casual,,1,[],,0,,0
0,,,,,,,,,1,0,0,0,,1,ZD8xAsXsj8FRunJOP4fSrQ,0,,,0,"['Mexican', 'Restaurants']",0,,Taco Feliz Mexican Food,0,0,,,,,,1,0,0,,,16,,AZ,1,,0,0,1,"925 W Dobbins Rd
Phoenix, AZ 85041",,,0,,,0,,,0,0,,no,1,Phoenix,1,,4,,business,0,0,33.362881,0,,-112.086059,,,,,1,0,,,,,1,,0,,,,,,quiet,,casual,,1,[],,0,,0
0,,,0,,,,,0,0,1,0,0,,1,GoWTsb8sGyJ026a3cbw03Q,0,,0,0,"['Mexican', 'Restaurants']",0,0,Vaqueros Carne Asada,0,0,no,,,,,1,0,0,,,34,,AZ,1,0,1,0,1,"1821 W Southern Ave
Phoenix, AZ 85041",0,,0,,,0,0,,0,0,0,no,1,Phoenix,1,,3,,business,,0,33.391964,0,,-112.0973137,0,,0,0,1,0,0,,,,1,0,1,,,,,0,average,,casual,,1,[],1,0,,0
0,,,0,,,,,0,0,0,0,0,,0,grKO-AmJulPUuSxQuplYEw,0,,0,1,"['Fast Food', 'Restaurants']",1,0,Carl's Jr,0,0,,,,,,1,1,0,,,7,,AZ,1,0,0,0,1,"1202 N 51st Ave
Phoenix, AZ 85043",0,,0,,,0,0,,0,0,0,no,1,Phoenix,1,,2.5,,business,,0,33.4606832,0,,-112.1696783,0,,0,0,1,0,0,,,,1,0,0,,,1,,0,,,casual,,1,[],,0,,0
0,,,,,,,,,0,0,0,0,,0,W8Gjzs5mxSU9aA77l-V9fA,0,,,0,"['Food Stands', 'Restaurants', 'Event Planning & Services', 'Caterers']",0,,Ralph's Snack Bar,0,0,,,,,,1,0,0,,,18,,AZ,1,,0,0,1,"4501 W Van Buren St
Phoenix, AZ 85043",,,0,,,0,,,0,1,,no,1,Phoenix,,,4,,business,1,0,33.4511267,0,,-112.1568419,,,,,1,0,,,,,0,,0,,,,,,quiet,,casual,,1,[],,0,,0
0,,,,,,,,,0,0,,0,,,4vjbifZf-JexWlPVwnDAYw,0,,,0,['Restaurants'],,,Mother's,,0,,,,,,2,0,,,,3,,AZ,1,,0,,1,"5760 W Buckeye Road
Phoenix, AZ 85043",,,0,,,0,,,0,0,,no,1,Phoenix,,,4.5,,business,,0,33.4370178,0,,-112.1846782,,,,,1,,,,,,1,,0,,,,,,,,casual,,1,[],,0,,0
0,,,,,,,,,0,0,0,0,,0,Qo05fV2xk3_CAd8WdGbz9Q,0,,,0,"['Japanese', 'Restaurants']",0,,Samurai Sam's,0,0,,,,,,1,0,0,,,7,,AZ,1,,1,0,1,"5340 West Buckeye Road
Phoenix, AZ 85043",,,0,,,0,,,0,0,,no,1,Phoenix,,,3,,business,1,0,33.437482,0,,-112.174813,,,,,1,0,,,,,1,,0,,,,,,average,,casual,,1,[],,0,,0
1,,,,,,,,,0,0,0,0,,0,K4VHuqUFwc4eeC8LkMLyTA,0,,,0,"['Breakfast & Brunch', 'American (Traditional)', 'Restaurants']",1,,Waffle House,0,0,,,,,,1,1,0,,,37,,AZ,1,,0,0,1,"1237 N 59th Ave
Phoenix, AZ 85043",,,0,,,0,,,0,0,,,1,Phoenix,,,3.5,,business,,0,33.462094,0,,-112.1858875,,,,,1,0,,,,,0,,0,,,,,,loud,,casual,,1,[],,0,,0
,,,,,,,,,0,0,0,,,0,RQnw-0PLiC0HsstKrpF9Cw,,,,0,"['Burgers', 'Fast Food', 'Restaurants']",0,,McDonald's,0,,,,,,,1,1,0,,,7,,AZ,1,,0,0,1,"1532 N 51st Ave
Phoenix, AZ 85043",,,0,,,0,,,,0,,free,1,Phoenix,,,3,,business,0,,33.4652322,0,,-112.1697371,,,,,1,0,,,,,0,,,,,1,,,very_loud,,casual,,1,[],,,,
0,,,0,,,,,0,0,0,0,,,0,nU1xvCBFBVkahDrZSoN2Rw,,,0,1,"['Breakfast & Brunch', 'American (Traditional)', 'Restaurants']",1,0,Denny's,0,,,,,,,2,1,0,,,13,,AZ,1,0,0,0,1,"1401 N 75th Ave
Phoenix, AZ 85043",0,,0,,,0,0,,,0,0,free,1,Phoenix,1,,3,,business,,,33.4641430505,0,,-112.220098078,0,,0,0,1,0,0,,,,1,0,,,,,,0,,,casual,,1,[],,,,
,,,0.416666666666667,,,,,0.416666666666667,0,0,0,,,0,JRb-IC8MS-2rAsveFAE9CQ,,,0.416666666666667,0,"['Sandwiches', 'Pizza', 'Chicken Wings', 'Restaurants']",0,0.416666666666667,Domino's Pizza,0,,,,,,,3,0,0,,,5,,AZ,1,0.0833333333333333,0,0,1,"7045 N 35th Ave
Phoenix, AZ 85051",0,,0,,,0,0.416666666666667,,,1,0,,1,Phoenix,1,,3,,business,,,33.5401667,0,,-112.1338482,0,,0,0.0833333333333333,0,0,0.416666666666667,,,,,0,,,,,,0.416666666666667,,,,,0,[],,,,
0,,,0.375,,,,,0.375,0,0,0,0,,0,hvReYqE_qdIlf4OEkQxkmw,0,,0.416666666666667,0,"['Fast Food', 'Mexican', 'Tex-Mex', 'Restaurants']",0,0.416666666666667,Taco Bell,0,0,,,,,,1,0,0,,,5,,AZ,1,0.916666666666667,0,0,1,"3517 W Glendale Ave
Phoenix, AZ 85051",0.916666666666667,,0,,,0,0.375,,0,0,0.916666666666667,no,1,Phoenix,,,4,,business,0,0,33.538767,0,,-112.134228,0.916666666666667,,0.916666666666667,0.916666666666667,1,0,0.416666666666667,,,,0,0.916666666666667,0,,,1,,0.416666666666667,loud,,casual,,1,[],,0,,0
