business_id,takeout,drivethru,caters,noiselevel,takesreservations,delivery,hastv,outdoorseating,attire,alcohol,waiterservice,acceptscreditcards,goodforkids,goodforgroups,pricerange,rating_category
2pUfZfry5F0OLI8QoqVtxg,t,f,t,,f,f,f,f,casual,none,f,t,t,t,1,low
zK8K4a46zzVqtOGarXs10g,t,t,f,,f,f,t,t,casual,none,f,t,t,t,1,low
ljv9jlYXFm_MzI9WmXc8EA,t,,t,loud,t,t,f,f,casual,none,t,t,t,t,1,low
4IzlijxSSSFdZyh6-da_Qw,t,f,f,quiet,f,f,f,f,casual,none,f,t,t,t,1,low
inFMqvEbY1L9afA-pZBeDQ,t,t,f,quiet,f,f,f,f,casual,none,f,t,t,t,1,low
Y04chCG7J-yJ6ucEZ26IGA,t,,,very_loud,f,f,t,f,casual,none,f,t,f,t,1,low
eP2WTbTQDCLj6FPNd6Il5Q,t,,t,average,t,f,t,f,casual,none,f,t,t,t,2,low
hJD2fGTD5HCFBi3dpQHzVg,t,,f,average,f,f,f,t,casual,none,f,t,t,t,1,
1-40wS09HcJnJIKRVWRL6g,t,,f,,f,f,f,f,formal,,,t,,,1,
eWbC_7Rn5HDjEx-Y8CJXuw,t,,f,average,f,f,f,f,casual,full_bar,t,t,t,t,1,
0xusOkLdNpGZvXmuquFRMg,t,,,,t,f,,t,casual,full_bar,t,t,t,t,2,low
JgJ7-0V_tCPVcn97aSZVug,t,t,f,average,f,f,f,f,casual,none,f,t,t,t,1,low
YUMvB8pA2yfVeAouAHzn7g,,,,,f,f,,f,casual,,t,t,t,t,1,low
sspvIv6br3Vto2s5JkeiMw,,,f,average,,f,t,f,casual,full_bar,t,t,t,t,2,low
nQOfSLVkN6GnBCYKSc0vYg,t,t,f,,f,f,f,f,casual,none,f,t,f,t,1,low
q87ZzD_fNl5wtFoj8rbWbA,t,,t,average,f,f,f,f,casual,none,f,t,t,t,1,
KjWCLH1GzxmhUJwaWB13MA,t,,f,average,f,f,,f,casual,none,f,,f,f,2,low
p_Bbe2f1dfZ0iCgdtNieVg,,,,,,,,,casual,,f,,,,2,low
tLRNfwNm789XHWLNFvJcWw,t,f,t,average,f,f,f,f,casual,none,f,t,t,f,1,
SMj1ftwAchnNfGle-IuNqQ,t,,f,,f,t,f,,casual,,,t,t,t,2,
PdWe3jF9YEu5fWBiQXZIgg,t,,t,loud,f,f,t,f,casual,full_bar,t,t,t,t,2,
wn7GiuOQ_0VrPXNc1wVTDA,t,f,f,average,f,f,f,t,casual,none,f,t,t,t,1,
zhzHxzDdJ9eJTj5Eis8YoA,t,,,loud,f,t,f,f,casual,none,f,t,t,t,2,
G1z1baf8WcWfj21fsJo8vg,t,f,t,average,f,t,f,f,casual,none,f,t,t,t,1,
qrIObcWKK3jeC3zfmR54kg,t,,f,average,f,t,t,f,casual,beer_and_wine,f,t,t,t,2,
ZQPnmwLikPeGD0_1CVqd6A,t,,,average,f,f,t,f,casual,beer_and_wine,f,t,f,t,1,
EQa5xeZQ7QWMy3kr0AAg5Q,t,t,f,average,f,f,t,f,casual,none,f,t,t,t,1,
9NT8Ne1DICkv0ebX-gVK5g,t,,f,average,f,f,f,f,casual,none,f,t,t,t,1,
qP_IDUD0G_iTZitOypzrzA,t,,,average,f,t,f,f,casual,none,f,t,f,f,2,
mkshJIgFpZPk718KeEXzeQ,t,f,t,,f,f,f,f,casual,none,,t,t,t,1,
0OjN8M62r8cJhSF1mGfsdg,t,t,,average,f,f,t,t,casual,none,f,t,t,t,1,
bjUH-01t834CVg0Yl0CLWQ,t,,t,average,t,f,t,t,casual,full_bar,t,t,t,t,2,
2xczXFsc4GeilxL8B8R3Vg,t,t,f,average,f,f,f,f,casual,none,f,t,t,t,1,
Gw8DsQQCO5m1hggXqwynFg,t,,,,f,f,,t,casual,full_bar,t,t,t,t,2,
7pxa5tueoEcmt6hztqsz2A,t,f,t,average,f,f,f,t,casual,beer_and_wine,f,t,t,t,1,
pDXv67UQjBKScEgGhc5yLg,t,f,f,average,f,f,t,t,casual,full_bar,t,t,t,t,2,
VQTjhYGMIyqSRJHgHLFvjg,t,,,,t,,,f,casual,full_bar,f,t,t,t,1,low
KoJ4jNSmqYbmKqcoh-2dNA,f,,f,,f,f,,f,casual,full_bar,t,t,f,f,2,low
tE3uoIhFGAc6-ZYM7lpjWQ,t,,t,average,f,f,f,t,casual,none,f,t,t,t,1,low
j0pznV0Lf0grFBQq-tL_qw,,,,,,t,,,casual,,t,t,t,t,2,
JUe_TAe9T9MZXutb5fblDg,t,,,average,f,t,f,f,,,,t,f,,1,low
RJJB5uppjvpLzC2gOjjbqA,t,,f,,f,f,,t,casual,beer_and_wine,t,t,f,t,2,low
5FzwrpRes4EdkVQrtg_qJQ,t,,,,t,f,,f,casual,full_bar,t,t,f,t,2,low
qy7NtAyd7SXXPM0H44XVAg,t,f,f,average,f,f,t,f,casual,full_bar,t,t,t,t,2,low
A4GZVV0M7qRokP1TC7jn4w,t,,t,average,f,f,t,f,casual,none,f,t,t,f,1,low
FZbOTO_WU10O3YEi60kahw,t,,f,,f,f,t,f,casual,none,f,t,t,t,1,
_eCrBSIXbGEW62ynS2_0lA,t,t,t,average,f,f,f,f,casual,none,f,t,t,t,1,low
C7utE_DN2kgE-68_VF8ftw,f,,,average,t,f,t,t,dressy,full_bar,t,t,t,t,3,
2MM1zXQotfBkW4YRMPY-ZA,f,,,,f,t,,f,casual,full_bar,t,t,t,f,2,low
qYhIIWxvLQWghKQMv6m5Dg,t,,,average,f,f,f,f,casual,none,t,t,t,t,1,low
nhG5S2tq-RI9JGemIblhcg,t,,,,f,f,,t,casual,none,f,t,t,t,1,low
8ZQc4awuK6_yvcERvczR5g,t,,f,average,f,f,t,f,casual,none,f,t,t,t,1,
fWjyVcu7IP3hl6u5VG2RQw,t,,,,f,t,,t,casual,none,f,t,f,f,1,
CMI3SF1-YwAEfUXYkKS53Q,t,f,t,loud,f,f,f,t,casual,beer_and_wine,f,t,t,t,1,
dzSPa5kkpQIRjMOHvDUF_Q,t,,t,average,f,f,f,t,casual,none,f,t,t,t,2,
K869zHqORZUhpbDOxsspuw,t,,,,f,f,,f,casual,,f,t,t,,1,
Oq3JpmsRsNVKbwKScAP-nw,,,,average,t,f,,t,casual,full_bar,t,t,t,t,3,
bBbzOAtmmgdou5lCFEKr9w,t,,,average,f,f,t,f,casual,none,f,t,t,t,1,
QxHM7gQ7RcRHjnmr63xQnQ,t,,t,average,f,f,f,t,casual,none,f,t,t,t,1,
a5ovPlhQkcA27FFu664xKA,t,,f,quiet,f,f,f,f,casual,none,t,t,t,f,1,
XK5hwOMD3M-cjGVBsEmrIw,t,,f,average,t,f,t,f,casual,full_bar,t,t,t,t,2,
RUjaYACMwyQ2R7_Lz4p8Yg,t,,t,average,f,f,t,f,casual,full_bar,t,t,t,t,1,
yuS1qDTkido8zUFrfj8O0g,,,,,,,,,,,,,,,1,
jMzuQy104M0KU6uhdffsaQ,t,,t,average,t,t,t,t,casual,beer_and_wine,t,t,t,t,2,
vwDE7dw6ee3JeAU0uMmGlA,,,,,,,,t,casual,,,,,f,,low
dKNLqQWUoWkEp0nF0Y8GYA,t,,f,average,f,f,t,t,casual,none,f,t,t,f,1,low
R9U8bZ84V-xPx3udCcU5jQ,t,,t,quiet,f,t,t,f,casual,beer_and_wine,t,t,t,t,1,low
x7M9x4AqyC-oYk0rajrOWw,t,,,very_loud,f,f,,t,casual,none,f,t,t,t,1,low
0Jouvs4G3d6CcG3pYGZ20A,t,,t,average,f,f,t,f,casual,none,t,t,t,f,2,low
6L9McpPjh3UzZxvR1cf1Lw,t,,,,t,t,,t,casual,none,t,t,t,f,2,low
R3L39gk3wtjTC9WaJKPyoA,t,t,f,average,f,f,f,f,casual,none,f,t,t,t,1,low
pqnA2OyZelTuy46EV8VgEA,t,,,,t,,,t,casual,full_bar,t,t,t,t,2,low
rIpOpzVNEBNZrRFu4n_JvQ,t,,,,t,f,,t,casual,full_bar,t,t,t,t,2,
MI_iUo1QJN8GKr4j1cklIA,t,,f,average,t,f,t,t,casual,full_bar,t,t,t,t,2,low
kbjwpfsKEvsEOVUsxSbbSA,t,,f,loud,f,f,f,f,casual,none,t,t,t,t,2,low
6P2DqisDHtmD4Lvs2sMP-A,t,,f,average,t,f,t,t,casual,full_bar,t,t,t,t,2,low
SkiQh32UtfsRBj_l7cGwOQ,t,t,f,quiet,f,f,f,f,casual,none,,t,t,t,1,
Hlu6geDGG44x_Vk9sP_-Vg,t,,t,average,f,f,f,t,casual,none,f,t,t,t,1,low
2yBk6SvYQPnickE_QJrlaA,t,,,,,,,,,,,,,,1,low
4WxaX48bCR_SHLb1KI49AA,t,,,,f,f,,t,casual,none,f,t,t,t,1,low
LtdVdYhs7MAwwTBuHhdsFQ,t,t,,average,f,f,t,t,casual,none,f,t,t,t,1,low
dnBtxFbV4qHXqntYGDUDxQ,t,,,,f,f,,t,casual,none,t,t,t,t,1,
6F_3fSUPUtw_9b93g9GEmw,t,,,,f,f,,t,casual,beer_and_wine,f,t,t,t,1,
kCjR5nLyphuNKnDqRjurXQ,t,,f,average,f,f,t,f,casual,none,t,t,t,t,2,low
lgMFDLFxGDon26AMizZSlQ,t,t,f,,f,f,f,f,casual,,,t,t,t,2,low
L3qC7bMuRBxqDtUnZ6G0tg,t,,,,t,t,,f,casual,none,t,t,t,t,2,
jtqPBGcsvmKI7VeHLG0KsQ,t,,,average,t,f,,t,casual,full_bar,t,t,f,t,2,
fZELqByT0VHrQHwYm-F0qA,t,,t,average,f,f,f,f,casual,none,f,t,t,t,1,
Y-PnvV-q4HYLIy19ubVmXQ,t,,t,loud,f,f,f,t,casual,none,f,t,t,t,1,
kOLyU95VflUBeyh3LEvruQ,t,t,,,f,f,f,f,casual,none,,t,t,t,1,
yBbqiCdOdiSz3QOaZu6cGg,t,,t,quiet,f,f,f,f,,none,f,t,t,f,1,
Ueq8gcirb2rSAUfTlrgXZA,t,,,average,t,t,t,t,casual,none,t,t,t,f,1,
fJx0N4N0NbyHEeoDU9nH8g,t,,,quiet,f,f,f,t,casual,none,f,f,t,t,1,
xczdDnDIUoVZ2ILT9nEvPA,t,,f,average,f,f,t,f,casual,none,f,t,t,t,1,
nNKUkjTaGWW3I3XkpHF5Hg,t,,t,average,f,f,t,f,casual,none,f,t,t,t,1,
Yf_mKctDPfMQkig-DavQJw,t,t,f,average,f,f,t,f,casual,none,f,t,t,t,1,
JB9zRTOKSS1ApkF1T7_khw,t,f,,average,f,f,t,t,casual,,f,t,t,t,1,
v3VHHliT2rvWT0id5QiAgQ,t,,,average,,f,f,f,casual,full_bar,t,t,t,t,2,
UK2LezJRdrNkmF_TH__rCg,t,,f,quiet,f,t,f,f,casual,none,f,t,t,t,1,low
1hcGT6I1vAIH_pZuyud0HQ,,,,,,,,,,,,t,,,2,low
RiJ8Agrw__NG6flFL7BpbA,t,,t,average,f,f,f,t,casual,none,f,t,t,t,2,low
rKbYn0Nssuc4S_9nq0gcHA,t,,,,f,f,,,casual,,,t,t,f,1,low
oa8lhYj-mTKlL_amkJSu2Q,t,,f,very_loud,t,f,t,f,casual,full_bar,f,t,t,t,2,low
9f4cTpQh7E4HB1Tl8Hk72w,t,t,f,average,f,f,t,f,casual,none,f,t,t,t,1,low
JvJjaTJCyUGu5SDpoJWvZg,t,,,,,,,t,casual,none,f,t,t,t,2,
85rx25T-XBIMpa6goTQS0g,,,,,,,,t,casual,,f,t,t,t,1,
QNo69O4cy6a3HGb6RrGWzA,t,,,average,f,t,,f,casual,none,f,t,t,f,1,low
LaUwJQL7M4WA9dXc_sYPtg,t,f,,,f,f,f,f,casual,,,t,t,t,1,low
GIG-c0WT3b5f8CdtkyQ9yw,t,t,f,,f,f,t,f,casual,none,,t,t,t,3,low
SRaXY_h-PnoVkNamuGzAdQ,t,,t,very_loud,,,,t,,,t,,t,,,low
9JsUxFmCRNW_0d1Ey8xD2A,t,t,f,average,f,f,f,f,casual,none,f,t,t,f,1,low
d1dwAa-FxyowEHMGSu_lNA,t,,,,f,f,,,,,,t,t,t,,low
Zw9Cm8kH3fdIbZ10j0PDQg,t,,t,average,f,t,f,t,casual,beer_and_wine,f,t,t,t,2,
M2Dw6a9MSIFUtVO3bF2ckw,t,,f,loud,f,f,t,f,casual,full_bar,t,t,t,t,2,
hfe5StFcj1AH4DVe8coBgA,t,f,f,average,f,f,f,f,casual,none,f,t,t,t,2,low
8xpZ4FCd69toLiW_Ejs0_Q,t,t,,,t,f,,,,,,t,t,t,,low
oa235g5FqDKoyjD_Jwq1CQ,t,,f,quiet,f,t,f,t,casual,none,f,t,t,t,1,low
Kx6vAKUcy3wPhw3K0W9LKQ,f,,f,average,f,f,t,f,casual,full_bar,t,t,t,f,3,low
TspN55h_g9xIdKdDzQtibA,t,,,,f,f,,,casual,,,t,t,f,,
T2K-uBbU56bzGUuxs7ws5A,t,,f,,f,,,,,,,,t,t,,low
Lw0Y13fAlemyMHD5i_qcZg,t,t,f,average,f,f,t,f,casual,none,f,t,t,t,1,low
cuMMU10KaD0cZ2WdK5XC1A,t,,f,average,f,f,f,f,casual,none,f,t,t,t,2,low
swdtXYtuCTyh-DMq9wV5Jg,t,,,quiet,f,f,t,f,casual,none,f,t,t,t,2,
TYxwexE7GDYDpIcdltwj6w,t,,t,average,f,f,f,t,casual,none,f,t,t,t,1,
3wkQh4bxR0Ao6rK21UIBXA,t,,,,,,,,casual,beer_and_wine,f,t,,f,2,low
_ISHH8x8Qe6IoVTQWegbpQ,,,,,,f,,,,,f,,,f,,low
Xyrss3tjzUofEm-kZPus4A,t,,t,average,f,f,t,f,casual,full_bar,f,t,t,t,1,
Y-pihdjUgiOrwYHgWd29tg,t,,f,average,f,f,f,t,casual,none,f,t,t,t,1,
jZGPpPUNM2xe4N8qS4Tu3w,t,,f,quiet,t,f,f,f,casual,full_bar,t,t,t,t,2,
wNUea3IXZWD63bbOQaOH-g,t,,t,average,t,f,t,t,casual,full_bar,t,t,t,t,2,
Bp9DYjh3_PnDOOG65SWRsQ,t,,,,f,f,,f,casual,full_bar,t,t,t,t,2,
kBmfjvDKkecD7IXNyatWTg,t,,,,f,t,,t,casual,none,f,t,t,f,1,
lRzoAhDhcyCeOGrWntXqsw,t,,,,f,f,,t,casual,none,f,t,t,t,1,
tvBC1FNxX_quNv-4IkGzQw,t,,t,average,t,f,t,f,casual,beer_and_wine,t,t,t,t,2,
h1kwVr1eTpBK0rWfcm5QSg,t,,f,average,f,f,t,t,casual,full_bar,t,t,t,t,2,
aqD66Sve2mE4cq021LWQmA,t,,t,quiet,t,t,t,t,casual,beer_and_wine,t,t,t,t,2,
dVRRT0zVk8eFNx0Wv6gMmg,t,,f,average,f,f,t,f,casual,full_bar,t,t,t,t,2,
O48Mv1VkQYZrDkR6LhnY4g,t,,,average,t,f,t,t,casual,full_bar,t,t,t,t,2,
ANeui7NJRkGtrOshX0610w,t,,t,quiet,t,f,t,t,casual,full_bar,t,t,t,t,2,
oItw_hRhH-FQjbXD-BR3Cg,t,,f,loud,f,f,t,t,casual,full_bar,t,t,f,t,2,low
tyHtzC4k-MvsTZOBZ8YaWw,,,,,,,,,,,,,,,,low
tDbXsDOecrv46J7YR2-FNw,t,,,,f,f,,t,casual,beer_and_wine,f,t,t,t,1,low
BbasiqJzUlZtldb0r7RvBQ,t,,t,quiet,f,f,f,t,casual,none,f,t,t,t,1,low
VleSf6P-lyyyfkgNiwGjhA,t,t,t,average,f,f,f,f,casual,none,f,t,t,t,1,low
neEGFNmmKibjExB4_215ZA,t,,f,average,t,f,t,t,casual,full_bar,t,t,f,t,2,
qVN-P0aov4z5oknS12Cq1g,t,f,f,loud,f,f,f,t,casual,none,f,t,t,t,2,
AtcthKiiImxkZAm3w8ACzA,t,t,f,average,f,f,f,f,casual,none,f,t,t,f,1,low
WEqppm3f_XWwUE58luAHNQ,,,,,,,,t,,,,t,,,1,low
SYSBZeffWbScfQsI_e4b0w,t,,,average,,t,f,f,casual,none,t,t,t,f,1,low
HUU_y-nnIWWIpqMlB-8L2Q,t,,t,loud,f,t,f,t,casual,none,f,t,t,t,1,low
7LGjM8HKJTwqfYU3C7N_0w,t,,f,average,t,f,t,t,casual,full_bar,t,t,t,t,2,
gq_lS6RXen3z_SesgIrgXA,t,,t,quiet,t,f,f,f,casual,none,t,t,t,t,2,
LtJmxo4ZozEyB8JVwltMkw,t,t,f,average,f,f,f,t,casual,none,f,t,t,t,3,
WYk91WPklqRWuk9z9DsPDw,t,,f,average,f,f,f,t,casual,beer_and_wine,f,t,f,f,1,
80j0YZgfJYj3oUN8LCeZwg,t,,,quiet,f,f,t,t,casual,,f,t,,f,1,
691w3FIZWH7cz3IYGor5Ag,t,,t,average,f,f,t,t,casual,none,t,t,t,t,1,
Aa-UgGOs1lDZzQhap370Ig,t,,f,average,f,f,f,f,casual,none,t,t,t,t,2,
psm1tqE9dxRWWictMCnLuQ,t,,f,average,f,f,t,f,casual,none,f,t,t,t,1,
kJFS_3WlP6TFdNUYt6V6FA,f,,f,loud,t,f,t,f,casual,full_bar,t,t,f,t,2,
FjSttKipz44vRwKpPwhh-Q,t,,f,average,f,f,f,f,casual,none,t,t,t,t,2,
GHY7UYRnMhZnQ1FSIH20wg,t,,f,average,f,f,t,f,casual,none,t,t,t,t,2,
m0leozN1maqhJdi-VbQusQ,t,,f,average,f,t,f,f,casual,none,f,t,t,t,2,
Oe0cxmz0lD9z4FXGWJ1ZZQ,t,,,quiet,f,f,f,t,casual,beer_and_wine,t,t,t,f,2,
RIP8nL2Gbiu0zb-nCgZnpw,t,f,t,loud,f,f,f,t,casual,beer_and_wine,f,t,t,t,1,
VWRcE5u_V-J8ptbSR6_ICw,t,f,f,average,f,f,f,t,casual,beer_and_wine,f,t,t,t,2,
G4ZZHlp6CdYBZOirW2_PQA,t,,t,average,f,f,t,t,casual,full_bar,t,t,f,t,2,
di2QHs2SrY0XFHcfAq_k2A,t,,t,average,f,f,f,t,casual,none,f,t,t,t,1,
Xr0SQ1i6vHgT0RBZfyzJ8Q,t,,t,quiet,t,t,f,f,casual,none,t,t,t,t,1,
2q1JLqJ7IIYXONhOKJKoGA,t,,f,average,f,f,f,f,casual,beer_and_wine,f,t,t,t,2,low
6cYe4SUhWhSdOb6UMA4-_A,t,,f,average,f,f,f,t,casual,none,f,t,t,t,1,low
FEoPUi4XB8J8UHMfsGMV2g,t,t,,,f,f,f,f,casual,,f,t,t,f,1,low
rfuCmgGhWoBLx5QvZqadwg,t,f,t,quiet,f,f,t,t,casual,none,f,t,t,t,1,low
zwHM6hz8swKIG-4-BSKMPA,t,t,f,average,f,f,t,f,casual,none,t,t,t,t,1,
I9klG3s-47t3zVLGoMkYOA,t,,f,average,f,f,f,t,casual,none,f,t,t,t,1,low
CmdE8ilxBCqzrtg8DpyO4g,t,,t,average,f,t,t,f,casual,none,f,t,t,t,1,low
Ou5Moz82ivJ6-UUsNuy1Wg,t,,,,f,f,,,casual,,t,t,t,t,2,low
QSGWo371BmBLj2Lw3zIXZQ,t,,,,f,,,,,,,t,t,t,1,low
9nm1KvZJLON6Py6cOzrnvQ,,,,,,,f,,,,,,,,,low
J1SyE2sa9WHPHm-aOSl3fg,,,,quiet,,,t,,casual,,t,t,f,,2,low
f4T3s1x2u_KPOFfIJIJ0uA,t,,f,quiet,t,f,t,t,casual,full_bar,t,t,t,t,2,low
Rj5gyaRIIwDX_OJa1LlE4A,t,,,average,t,f,t,t,casual,full_bar,t,t,t,t,2,
X1jTnU6c9eloN2Bxs78uTg,t,f,t,average,f,f,f,t,casual,beer_and_wine,f,t,t,t,1,
ckZVnb6gF3PPVWkoVhAiEw,t,,f,average,f,f,f,f,casual,none,t,t,t,t,2,
9Nb0OOBSMbJ76hngCYjKuw,t,,f,loud,f,f,t,t,casual,beer_and_wine,f,t,t,t,1,
3MzmlCCifvQJCUEfUpgUAQ,t,,,loud,t,f,t,t,casual,full_bar,t,t,t,t,2,
zHD-_h3e07_dPrSfBjx6cw,t,,,quiet,t,t,t,f,casual,full_bar,t,t,t,t,2,
cIAd1K3INw6se9MX7Usi7A,t,,,average,f,t,t,t,casual,beer_and_wine,f,t,t,t,1,
YJJx6rYfHQtmBd3qq-Lcbw,t,t,,,f,f,,f,casual,none,t,t,t,t,1,
ICOh6n9OTeNei_rMDgTCpQ,t,,t,quiet,f,t,f,t,casual,none,f,t,t,f,1,
M_GnuvRXvWBl3YNxH-GYFg,t,f,t,average,f,f,t,t,casual,none,f,t,t,t,1,
cpfqZ_968LCuIyHJ3X46NQ,t,,,quiet,f,f,t,f,casual,none,t,t,t,t,1,
8gwpcfNmyWauK4rU8YG7rg,t,,,,f,f,f,f,casual,none,,t,t,f,2,
FUco3_g-dFpXOCPta0Xmeg,t,,f,quiet,f,f,t,t,casual,none,t,t,t,t,1,
oHwkJgs5Fi0HuUISgtz_Gw,t,,t,average,t,t,f,t,casual,full_bar,t,t,t,t,1,
LbcDWyqGgQdlwWfGO-whMw,t,,f,average,f,f,t,f,casual,full_bar,t,t,t,t,2,
aZe9f7korrhFTNMPxVbMXA,t,t,f,loud,f,f,f,t,casual,none,f,t,t,t,2,
ALqygKZXxuVWGM23pFAiPQ,t,,,,f,f,f,t,casual,none,f,t,t,t,1,low
lALgiZDtmJKwxUGVai5ftw,t,,f,loud,f,f,f,t,casual,none,f,t,t,t,1,low
D_xWWPRdpZCC3XVJ61pSGg,t,,t,average,t,t,t,t,casual,full_bar,t,t,t,f,2,
qG3eRlKLXbnWc1unu-0Yjg,t,,t,quiet,f,t,f,t,casual,none,f,t,t,f,2,low
WRjMDL79KQ0ZG5yCdfJiYA,t,,f,loud,f,f,t,t,casual,full_bar,t,t,t,t,2,low
-HnNSLlmNbesJ7NF5CmgFg,,,,very_loud,,,,t,,,t,,,t,,low
Ehc4Ze59gyFjUBKARCmhcg,t,,f,very_loud,f,t,f,f,casual,none,f,t,t,f,1,low
rx-sG2ugeK8-oT55YcMJcA,,,,,,,f,,,,f,t,f,,1,low
dnon3NUcDwoJOCzIe44Xuw,t,f,f,loud,f,f,t,f,casual,full_bar,t,t,f,t,2,low
74dalJbXUV6E1riFGD-AVg,t,f,f,average,f,f,f,f,casual,none,f,t,t,f,1,low
RYkWbt-nnke2l8X2MzwDIQ,t,t,f,average,f,f,t,f,casual,none,f,t,t,f,1,
cQZcWeIDKEF-7nWU3gJMUw,t,,t,average,f,f,f,t,casual,none,f,t,t,t,1,
QG4qmOPBgNigdI4cUYhKJg,t,,f,average,f,f,t,t,casual,full_bar,t,t,t,t,2,low
po98_MmbuoJHKgDZTn9AkQ,t,f,f,average,t,f,t,t,casual,full_bar,t,t,f,t,1,
y-zsWxOjZl6hwfBo2MQV5Q,,,,,,,,,,,,t,t,,2,low
j1fmJ7nZBZkj25KEznQbjg,t,,t,average,f,f,t,f,casual,none,f,t,t,t,1,low
7SDpCNPIodczv5Vh3HfczA,t,,,,f,f,,t,casual,,,t,t,t,1,low
oX4o4a3ETz1aC9uZBlwx-Q,t,,t,average,t,f,t,f,casual,full_bar,t,t,t,t,2,
Pn2oWT6Jgotb3DFBuj9Iyw,t,t,f,average,f,f,f,f,casual,none,f,t,t,t,1,
aS2aNPE861FI4dRrz1Z7Ow,t,,f,average,f,f,t,f,casual,full_bar,f,t,t,f,2,
LFD2IAZUmtPIddFJDcBkYw,t,f,f,loud,f,f,f,f,casual,,f,t,t,f,1,
5npcHq7cvdJlgQen_1n80Q,t,,t,average,t,f,t,t,casual,full_bar,t,t,t,t,2,
Vz-PukBDv5j1UDOYbMbb1w,t,f,t,average,t,f,t,t,casual,full_bar,t,t,t,t,2,
2CcO6bTk9Fs3sAwodab3-w,t,,,quiet,f,t,f,f,casual,none,t,t,t,t,1,
J2LGgGy1b1V8e7yjDI_u7w,t,,t,average,t,f,f,f,casual,full_bar,t,t,t,t,2,
cIk8OYlSsNE0w_elgUtqWw,t,,t,average,f,f,f,t,casual,none,f,t,t,t,1,
trssep2CeYS771KOUFC91w,t,,,very_loud,t,f,,t,casual,,t,t,f,t,1,low
Lm4rjgZlTtLfsriICKdD8A,f,f,f,loud,f,f,t,t,casual,full_bar,t,t,t,t,2,low
Zk584MLn3STVm1ZXpABSmA,t,,,average,f,f,t,f,casual,beer_and_wine,f,t,t,t,1,low
oaWjFIeS4wENJdsl5rBRMw,t,,t,very_loud,f,t,f,f,casual,none,f,t,t,t,1,low
zYRKOiYCZJAg1SV1WZG4lw,t,,t,average,t,f,t,t,casual,full_bar,t,t,t,t,2,
dRxHjt418sFRxhyC-FwJtQ,,,,average,,f,,,,,,t,,,,low
7k5StYQ5770p6tPHadj-TQ,t,,,average,,,t,t,,full_bar,,t,,t,2,
3N3p2ty2803UH7JRJvzjhQ,t,,,,,,,,,none,,,,,1,low
sbZx62E3iv99DZB5EXxWqw,t,,,,f,f,f,f,casual,none,f,t,t,t,,low
BNury45AhBIxRloAkqZjCA,t,,,average,f,f,t,t,casual,,f,t,t,t,1,low
sllcxcR9olrF0LQH38lZpQ,t,,f,,f,t,f,f,casual,,f,t,t,f,1,low
IW-NYIHk50mXV5Nz7nSGyw,t,,f,loud,f,f,t,t,casual,full_bar,t,t,t,t,2,low
o8xzAUMAdq08IS-BOEBORQ,t,,,,f,f,,,casual,,,t,t,f,2,low
FncEp_Bs9JJxthNk44OQrQ,t,,t,quiet,f,f,f,f,casual,none,f,t,t,t,1,low
I0MENpcdXky2ByrXaaD2eg,t,t,,average,f,f,f,f,casual,none,f,t,t,t,1,low
zvvCrwrr4VGz-D9GtMhDGQ,t,,,average,f,f,f,f,casual,none,,t,t,f,1,low
n7sXYcQRoU9zs5DAekFmNw,t,,t,quiet,f,t,f,f,casual,none,f,t,t,t,1,low
e3v5KRh05Qqb64U6R8U-rA,t,,t,average,f,f,f,t,casual,none,f,t,t,t,1,low
FBr0VLYwiuy-LhSPQIKsAA,t,t,,,f,f,,f,casual,,,t,t,t,1,low
yNarSA2fwZm9Gy2urz8xQA,t,,,,f,t,t,,casual,full_bar,,t,t,t,2,low
jYQnZdB15ATLbQNXV3Kokg,t,f,f,average,f,f,f,f,casual,none,f,t,t,t,1,
cptcG-dpDnzug_FC4Oq20Q,t,,t,quiet,f,f,t,t,casual,beer_and_wine,f,t,t,t,1,
5wwlDMFu3johpzMPR1TWig,t,,,,f,t,f,f,casual,,,t,t,t,2,
jvYtJIli12VtSVF5eye6wg,t,,,average,f,f,f,t,casual,beer_and_wine,,t,t,t,2,
wRWakw2wXmMEAe9FW9w1Pg,t,,f,average,f,f,t,t,casual,full_bar,t,t,t,t,2,
uaOePMfZb9v7fpzzxafnWg,t,,,,f,f,t,,casual,,,,t,,1,
IuQMG5Wpd3Oidv086upi2Q,t,,f,average,f,f,f,f,casual,none,f,t,t,t,1,
-Nc6vbO6nXoefulN1Knl9A,t,,t,average,f,f,f,f,casual,none,f,t,t,t,1,low
a7VUlMaB3PgeG5oDDAI1qw,t,f,f,average,f,f,t,f,casual,none,f,t,t,t,1,low
CN4v-5eDSgNLSJkWmHxspw,,,,,,,,,,,,,,,,low
t2fYJQX4V7tFezUCaW2Gsw,t,,f,loud,f,f,f,f,casual,none,f,t,t,f,2,low
ptWjwm9zqqYcSUkqBvm7-g,t,,t,average,f,f,t,t,casual,full_bar,f,t,t,t,1,low
cUndwJ-7cBhpE_AtnlaWsA,t,t,,,f,f,t,f,casual,,,t,t,f,1,low
cqO7Dtta1cxhHl-QnR7ruA,t,,f,average,f,f,t,f,casual,full_bar,t,t,f,f,2,low
kT_7_6nj39hV7o98c8WLbA,t,,t,average,f,f,t,t,casual,beer_and_wine,t,t,t,t,2,
NzRgdX0hyaclilZwYHx-wg,t,,t,quiet,f,f,f,t,casual,none,f,t,t,f,1,
